CLASSE,ESPECIFICACAO,ESPECIFICACOES_CORRELATAS
22,Fibras curtas de algodão,Cl.3: Algodão impregnado com preparações demaquilantes | Cl.5: Algodão antisséptico | Cl.5: Algodão asséptico | Cl.5: Algodão [chumaço] para uso medicinal | Cl.5: Algodão para uso medicinal | Cl.5: Algodão hidrófilo | Cl.5: Fibras alimentares | Cl.13: Piroxilina | Cl.17: Lã de algodão para calafetar | Cl.17: Filamentos de amianto | Cl.17: Fibras de poliéster fiadas para isolamento | Cl.21: Estopa de algodão para limpeza | Cl.23: Fios de algodão | Cl.23: Algodão fiado | Cl.24: Tecidos de algodão | Cl.24: Cotim [tecido leve de linho ou algodão]
22,Toldos de material sintético,Cl.10: Material para sutura | Cl.16: Material impresso | Cl.19: Folhas e placas de material sintético para marcação de estradas | Cl.28: Árvores de natal de material sintético
22,Cordas para reboque de carros,Cl.6: Cordas de metal | Cl.12: Atrelagem de reboque para veículos | Cl.12: Trailers [reboque] | Cl.12: Carros de manutenção | Cl.12: Carros enroladores de mangueira | Cl.12: Carros torpedo | Cl.12: Carros dormitórios | Cl.12: Automóveis | Cl.12: Carros autoconduzidos | Cl.12: Carros robotizados | Cl.12: Carros de bombeiro | Cl.15: Cordas de harpa | Cl.15: Cordas de piano | Cl.15: Balalaicas [instrumentos de cordas] | Cl.17: Cordas de borracha | Cl.28: Cordas de tripa para raquetes | Cl.28: Cordas para raquetes | Cl.36: Serviços de corretor de carros | Cl.39: Serviços de reboque de veículos em pane | Cl.39: Reboque
22,Sacos postais,"Cl.7: Sacos para aspirador de pó | Cl.16: Sacos de lixo, de papel ou plástico | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.16: Sacos de papel para uso na esterilização de instrumentos médicos | Cl.16: Sacos de alimentos de papel ou plástico | Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.21: Sacos de malha para uso culinário | Cl.21: Sacos para uso em culinária | Cl.24: Lençóis [liner] para sacos de dormir | Cl.24: Sacos de dormir para bebês | Cl.24: Sacos de dormir | Cl.24: Sacos de bivaque como capas para sacos de dormir | Cl.28: Sacos de críquete | Cl.28: Sacos de golfe, com ou sem rodinhas | Cl.28: Sacos de pancada | Cl.28: Carrinhos para sacos de golfe | Cl.28: Etiquetas para sacos de golfe"
22,Velas para snowkite,"Cl.3: Velas de massagem para fins cosméticos | Cl.4: Velas [iluminação] | Cl.4: Pavios para velas | Cl.4: Velas votivas | Cl.4: Velas perfumadas | Cl.4: Velas de soja | Cl.5: Velas de massagem para fins terapêuticos | Cl.7: Velas para reaquecimento de motores diesel | Cl.21: Apagadores de velas | Cl.21: Porta-velas | Cl.21: Aquecedores de velas, elétricos e não elétricos | Cl.28: Suportes para velas para árvores de natal | Cl.28: Decorações para árvores de natal, exceto luzes, velas e confeitos | Cl.4: Velas [iluminação] | Cl.4: Pavios para velas | Cl.4: Velas votivas | Cl.4: Velas perfumadas | Cl.4: Velas de soja | Cl.7: Velas para reaquecimento de motores diesel | Cl.12: Elevadores para esqui | Cl.21: Apagadores de velas | Cl.21: Porta-velas | Cl.21: Escovas para cera de esqui | Cl.25: Botas de esqui | Cl.25: Luvas de esqui | Cl.27: Esteiras de corda entrelaçada para rampas de esqui | Cl.28: Bastões para esqui"
22,Velas para kite esqui,"Cl.3: Velas de massagem para fins cosméticos | Cl.4: Velas [iluminação] | Cl.4: Pavios para velas | Cl.4: Velas votivas | Cl.4: Velas perfumadas | Cl.4: Velas de soja | Cl.5: Velas de massagem para fins terapêuticos | Cl.7: Velas para reaquecimento de motores diesel | Cl.21: Apagadores de velas | Cl.21: Porta-velas | Cl.21: Aquecedores de velas, elétricos e não elétricos | Cl.28: Suportes para velas para árvores de natal | Cl.28: Decorações para árvores de natal, exceto luzes, velas e confeitos | Cl.4: Velas [iluminação] | Cl.4: Pavios para velas | Cl.4: Velas votivas | Cl.4: Velas perfumadas | Cl.4: Velas de soja | Cl.7: Velas para reaquecimento de motores diesel | Cl.12: Elevadores para esqui | Cl.21: Apagadores de velas | Cl.21: Porta-velas | Cl.21: Escovas para cera de esqui | Cl.25: Botas de esqui | Cl.25: Luvas de esqui | Cl.27: Esteiras de corda entrelaçada para rampas de esqui | Cl.28: Bastões para esqui"
22,Sacos em malha para lavagem de roupa,Cl.7: Aparelhos para lavagem [limpeza] | Cl.7: Instalações para lavagem de veículos | Cl.21: Varais de roupa | Cl.21: Pregadores para roupa | Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.21: Sacos de malha para uso culinário | Cl.24: Malha para peneiras | Cl.25: Artigos de malha [vestuário] | Cl.28: Sacos de críquete | Cl.28: Jogos de malha [skittle] | Cl.28: Sacos de pancada | Cl.37: Lavagem de veículos | Cl.37: Lavagem de roupa | Cl.37: Lavagem | Cl.37: Lavagem de fraldas
22,Sacos mortuários,"Cl.7: Sacos para aspirador de pó | Cl.16: Sacos de lixo, de papel ou plástico | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.16: Sacos de papel para uso na esterilização de instrumentos médicos | Cl.16: Sacos de alimentos de papel ou plástico | Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.21: Sacos de malha para uso culinário | Cl.21: Sacos para uso em culinária | Cl.24: Lençóis [liner] para sacos de dormir | Cl.24: Sacos de dormir para bebês | Cl.24: Sacos de dormir | Cl.24: Sacos de bivaque como capas para sacos de dormir | Cl.28: Sacos de críquete | Cl.28: Sacos de golfe, com ou sem rodinhas | Cl.28: Sacos de pancada | Cl.28: Carrinhos para sacos de golfe | Cl.28: Etiquetas para sacos de golfe"
22,Redes de cerco,Cl.6: Redes de proteção feitas de metal para rochas | Cl.7: Aparelhos para içamento de redes [pesca] | Cl.9: Redes de proteção contra acidentes | Cl.9: Redes salva-vidas | Cl.9: Redes salva-vidas | Cl.9: Roteadores para redes de computador | Cl.12: Redes para bicicletas | Cl.12: Redes porta-bagagem para veículos | Cl.21: Redes de pesca para aquários | Cl.26: Redes para os cabelos | Cl.26: Navetas para confecção de redes de pesca | Cl.28: Redes para esportes | Cl.28: Redes para tênis | Cl.28: Redes para borboletas | Cl.38: Comunicação por redes de fibra óptica | Cl.38: Fornecimento de acesso a redes blockchain | Cl.45: Serviços de redes sociais on-line
22,Tanques-rede para piscicultura,"Cl.6: Reservatórios de metal | Cl.9: Tanques de acumuladores [baterias] | Cl.9: Tanques de acumuladores [baterias] | Cl.11: Tanques de água sob pressão | Cl.12: Tampas para tanques de combustível de veículos | Cl.12: Tanques de combustível para veículos | Cl.13: Tanques [carros de combate] | Cl.18: Sacolas de rede para compras | Cl.20: Tanques, exceto de metal ou alvenaria"
22,Lonas [telas] para velas de embarcações,Cl.4: Velas votivas | Cl.4: Velas perfumadas | Cl.6: Telas de metal para mosquiteiro | Cl.7: Velas para reaquecimento de motores diesel | Cl.9: Lonas de segurança | Cl.12: Lonas para pneumáticos | Cl.21: Porta-velas | Cl.24: Lonas [telas] para tapeçaria ou para bordados
22,"Persianas [toldos] para exteriores, de matéria têxtil","Cl.14: Pulseiras feitas de matéria têxtil bordada [joalheria] | Cl.20: Persianas de lamelas de interior | Cl.20: Persianas internas, feitas de matéria têxtil | Cl.24: Forros de chapéus, feitos de matéria têxtil | Cl.27: Colgaduras, exceto de matéria têxtil"
22,Amarrações não metálicas [amarrilhos],"Cl.6: Colunas metálicas para edificações | Cl.6: Campainhas metálicas de porta, não elétricas | Cl.6: Cavilhas [ferragens metálicas] | Cl.6: Olhais [ferragens metálicas] | Cl.6: Mangas de engate metálicas para canos | Cl.6: Janelas de batente metálicas | Cl.6: Pocilgas metálicas | Cl.6: Sarjetas metálicas | Cl.6: Barras de apoio, metálicas, para banheiras | Cl.6: Portas do tipo camarão metálicas | Cl.6: Portas do tipo vai e vem metálicas | Cl.6: Grelhas metálicas de lareira | Cl.6: Miniestufas metálicas | Cl.6: Cestas de compras metálicas para supermercado | Cl.17: Folhas metálicas para isolamento | Cl.17: Luvas não metálicas para canos | Cl.17: Luvas não metálicas para canos | Cl.19: Portas do tipo camarão não metálicas | Cl.19: Cabines telefônicas, não metálicas | Cl.19: Calhas de telhado não metálicas | Cl.19: Molduras de lareira, não metálicas | Cl.19: Chaminés não metálicas | Cl.19: Divisórias não metálicas | Cl.19: Construções não metálicas | Cl.19: Cornijas não metálicas | Cl.19: Molduras não metálicas para cornijas | Cl.19: Cantoneiras não metálicas | Cl.19: Janelas não metálicas | Cl.19: Portas não metálicas * | Cl.19: Tampas não metálicas para alçapões | Cl.19: Coberturas não metálicas para telhados | Cl.19: Cercaduras não metálicas para túmulos | Cl.19: Vigas não metálicas | Cl.19: Vigas não metálicas | Cl.19: Pocilgas não metálicas | Cl.19: Escoras não metálicas | Cl.19: Placas comemorativas, não metálicas | Cl.19: Gelosias [venezianas] não metálicas | Cl.19: Persianas de exterior, não metálicas ou têxteis | Cl.19: Ripas não metálicas | Cl.19: Molduras não metálicas para construção | Cl.19: Venezianas não metálicas | Cl.19: Paliçadas não metálicas | Cl.19: Paliçadas não metálicas | Cl.19: Cercas não metálicas | Cl.19: Estacas não metálicas | Cl.19: Estacas não metálicas | Cl.19: Telhas não metálicas | Cl.19: Pranchas não metálicas para saltos | Cl.19: Traves não metálicas | Cl.19: Soleiras não metálicas | Cl.19: Estufas transportáveis não metálicas | Cl.19: Travessas não metálicas para estradas de ferro | Cl.19: Treliças não metálicas | Cl.19: Janelas de batente, não metálicas | Cl.19: Balizas não luminosas e não metálicas | Cl.19: Cofragens não metálicas para concreto | Cl.19: Cabines de banho não metálicas | Cl.19: Cabines não metálicas para pintura à pistola | Cl.19: Estruturas para estufa, não metálicas | Cl.19: Câmaras mortuárias, não metálicas, para sepultamento | Cl.19: Lajes não metálicas para pavimentação | Cl.19: Escadas não metálicas | Cl.19: Estelas funerárias não metálicas | Cl.19: Cercas não metálicas para segurança em estradas | Cl.19: Catracas não metálicas | Cl.19: Lápides não metálicas | Cl.19: Lajes não metálicas para construção | Cl.19: Portas blindadas, não metálicas | Cl.19: Portas do tipo vai e vem, não metálicas | Cl.19: Portas sanfonadas não metálicas | Cl.19: Miniestufas, não metálicas | Cl.20: Torneiras não metálicas para pipas | Cl.20: Bitolas não metálicas para medidas de carga para vagões de ferrovias | Cl.20: Dobradiças não metálicas | Cl.20: Bandejas não metálicas * | Cl.20: Cubas não metálicas | Cl.20: Porcas [parafusos], não metálicas | Cl.20: Guarnições não metálicas para móveis | Cl.20: Guarnições não metálicas para camas | Cl.20: Lingüetas não metálicas | Cl.20: Estacas não metálicas para tendas | Cl.20: Fechaduras não metálicas para veículos | Cl.20: Batoques, não metálicos | Cl.20: Cápsulas não metálicas para vedação | Cl.20: Pinos guias não metálicos | Cl.20: Pinos guias não metálicos | Cl.20: Tampas não metálicas para garrafas | Cl.20: Pulseiras não metálicas de identificação | Cl.20: Tampões [cavilhas] não metálicos | Cl.20: Fechaduras não metálicas, exceto elétricas | Cl.20: Varas não metálicas | Cl.20: Bóias não metálicas para ancoragem | Cl.20: Maçanetas, não metálicas | Cl.20: Tampas de rosca não metálicas | Cl.20: Aldravas de porta, exceto metálicas | Cl.20: Barras de apoio não metálicas para banheiras | Cl.20: Argolas, não metálicas, para chaves | Cl.20: Caixas de ferramentas, não metálicas, vazias | Cl.20: Arca para ferramentas, não metálicas, vazias | Cl.20: Cantoneiras não metálicas para móveis | Cl.20: Roldanas não metálicas para caixilho de janela | Cl.20: Roldanas não metálicas para caixilho de janela | Cl.20: Lixeiras para recicláveis, não metálicas | Cl.20: Cestas de compras não metálicas para supermercado"
22,Redes utilizadas para a alimentação de animais,Cl.7: Desgaseificadores para água de alimentação | Cl.7: Sistema mecânico para alimentação de animais | Cl.9: Roteadores para redes de computador | Cl.18: Embornais [saco para alimentação animal] | Cl.20: Animais empalhados | Cl.20: Garras de animais | Cl.21: Tigelas para alimentação de animais de estimação | Cl.21: Tigelas automáticas para alimentação de animais de estimação | Cl.28: Redes para borboletas | Cl.31: Animais de cativeiro para exibição | Cl.31: Forragens fortificantes para animais | Cl.31: Alimento para animais confinados | Cl.40: Abate de animais | Cl.41: Adestramento de animais
22,Cerdas de porco*,Cl.21: Cerdas de animais | Cl.21: Cerdas de porco para fabricação de escovas | Cl.29: Banha de porco | Cl.29: Carne de porco
22,Lonas de proteção contra poeira,"Cl.1: Preparações químicas para proteção contra mangra | Cl.9: Roupas para proteção contra acidentes, irradiação e fogo | Cl.9: Luvas de amianto para proteção contra acidentes | Cl.9: Roupas de amianto para proteção contra fogo | Cl.9: Redes de proteção contra acidentes | Cl.9: Lonas de segurança | Cl.9: Luvas para proteção contra acidentes | Cl.9: Luvas para proteção contra raios x, para uso industrial | Cl.9: Roupas para proteção contra fogo | Cl.9: Calçados para proteção contra acidentes, irradiação e fogo | Cl.9: Aparelhos de proteção contra variação de tensão | Cl.9: Medidores de poeira ultrafina portáteis | Cl.9: Airbags para fins de segurança para proteção contra quedas | Cl.9: Luvas isolantes para proteção contra acidentes | Cl.9: Vestuário para motociclistas para proteção contra acidentes ou ferimentos | Cl.9: Dispositivos de proteção contra surtos elétricos | Cl.10: Dispositivos de proteção contra raios x para uso medicinal | Cl.12: Lonas para pneumáticos | Cl.17: Películas de proteção contra interferência eletromagnética [EMI] | Cl.21: Viseiras de proteção contra xampu | Cl.37: Instalação e reparo de equipamentos de proteção contra inundações | Cl.42: Serviços de proteção contra vírus de computador"
22,Sacos de tecido especialmente adaptados para armazenamento de fraldas,Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.24: Cheviotes [tecido] | Cl.24: Crepe [tecido] | Cl.24: Crepom [tecido] | Cl.24: Damasco [tecido] | Cl.24: Sudário [tecido] | Cl.24: Flanela [tecido] | Cl.24: Tecido grosseiro | Cl.24: Chita [tecido] | Cl.24: Jérsei [tecido] | Cl.24: Marabu [tecido] | Cl.24: Zefir [tecido] | Cl.24: Musseline [tecido] | Cl.28: Sacos de críquete | Cl.28: Sacos de pancada
22,Sacos de bivaque como abrigos,"Cl.7: Sacos para aspirador de pó | Cl.16: Sacos de lixo, de papel ou plástico | Cl.16: Sacos plásticos para dejetos de animais de estimação | Cl.16: Sacos de papel para uso na esterilização de instrumentos médicos | Cl.16: Sacos de alimentos de papel ou plástico | Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.21: Sacos de malha para uso culinário | Cl.21: Sacos para uso em culinária | Cl.24: Lençóis [liner] para sacos de dormir | Cl.24: Sacos de dormir para bebês | Cl.24: Sacos de dormir | Cl.24: Sacos de bivaque como capas para sacos de dormir | Cl.28: Sacos de críquete | Cl.28: Sacos de golfe, com ou sem rodinhas | Cl.28: Sacos de pancada | Cl.28: Carrinhos para sacos de golfe | Cl.28: Etiquetas para sacos de golfe"
22,Sacos para roupa suja,"Cl.3: Produtos para alvejar roupa | Cl.3: Produtos para enxaguar a roupa [lavanderia] | Cl.3: Sachês para perfumar roupa | Cl.11: Secadoras de roupa, elétricas | Cl.20: Capas para vestuário [guarda-roupa] | Cl.21: Bacias para lavar roupa | Cl.21: Varais de roupa | Cl.21: Pregadores para roupa | Cl.21: Sacos de confeitar | Cl.21: Sacos de confeitar | Cl.21: Sacos para uso em culinária | Cl.24: Roupa de banho, exceto vestuário | Cl.24: Roupa de cama | Cl.24: Sacos de bivaque como capas para sacos de dormir | Cl.25: Roupa íntima | Cl.25: Combinação [roupa íntima] | Cl.25: Body [roupa íntima] | Cl.25: Roupa para ginástica | Cl.26: Algarismos para marcar roupa | Cl.26: Letras para marcar roupa | Cl.28: Sacos de críquete | Cl.28: Sacos de pancada | Cl.37: Lavagem de roupa"
22,"Presilhas para fios, não metálicas","Cl.6: Pocilgas metálicas | Cl.6: Sarjetas metálicas | Cl.6: Miniestufas metálicas | Cl.6: Presilhas para fios, em metal | Cl.9: Fios de prumo | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.18: Presilhas de selas | Cl.19: Pocilgas não metálicas | Cl.19: Escoras não metálicas | Cl.19: Soleiras não metálicas | Cl.19: Treliças não metálicas | Cl.19: Catracas não metálicas | Cl.19: Miniestufas, não metálicas | Cl.20: Dobradiças não metálicas | Cl.20: Pinos guias não metálicos | Cl.23: Linhas * | Cl.23: Fios de lã | Cl.23: Fios de raiom | Cl.23: Fios de cerzidura | Cl.25: Presilhas para perneiras | Cl.26: Presilhas para cabelos | Cl.6: Abraçadeiras de metal para cabos ou tubos | Cl.6: Abraçadeiras de metal | Cl.6: Pocilgas metálicas | Cl.6: Sarjetas metálicas | Cl.6: Miniestufas metálicas | Cl.6: Presilhas para fios, em metal | Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.19: Pocilgas não metálicas | Cl.19: Escoras não metálicas | Cl.19: Soleiras não metálicas | Cl.19: Treliças não metálicas | Cl.19: Catracas não metálicas | Cl.19: Miniestufas, não metálicas | Cl.20: Dobradiças não metálicas | Cl.20: Pinos guias não metálicos | Cl.23: Linhas * | Cl.23: Fios de raiom | Cl.23: Fios de cerzidura"
22,"Abraçadeiras para fios, não metálicas","Cl.6: Pocilgas metálicas | Cl.6: Sarjetas metálicas | Cl.6: Miniestufas metálicas | Cl.6: Presilhas para fios, em metal | Cl.9: Fios de prumo | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.18: Presilhas de selas | Cl.19: Pocilgas não metálicas | Cl.19: Escoras não metálicas | Cl.19: Soleiras não metálicas | Cl.19: Treliças não metálicas | Cl.19: Catracas não metálicas | Cl.19: Miniestufas, não metálicas | Cl.20: Dobradiças não metálicas | Cl.20: Pinos guias não metálicos | Cl.23: Linhas * | Cl.23: Fios de lã | Cl.23: Fios de raiom | Cl.23: Fios de cerzidura | Cl.25: Presilhas para perneiras | Cl.26: Presilhas para cabelos | Cl.6: Abraçadeiras de metal para cabos ou tubos | Cl.6: Abraçadeiras de metal | Cl.6: Pocilgas metálicas | Cl.6: Sarjetas metálicas | Cl.6: Miniestufas metálicas | Cl.6: Presilhas para fios, em metal | Cl.9: Fios de prumo | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios guia médicos | Cl.19: Pocilgas não metálicas | Cl.19: Escoras não metálicas | Cl.19: Soleiras não metálicas | Cl.19: Treliças não metálicas | Cl.19: Catracas não metálicas | Cl.19: Miniestufas, não metálicas | Cl.20: Dobradiças não metálicas | Cl.20: Pinos guias não metálicos | Cl.23: Linhas * | Cl.23: Fios de raiom | Cl.23: Fios de cerzidura"
22,Espuma de soja para enchimento e estofamento,Cl.20: Espuma-do-mar [sepiolita] | Cl.28: Brinquedos com enchimento | Cl.29: Leite de soja | Cl.29: Hambúrguer de soja | Cl.30: Farinha de soja | Cl.37: Estofamento de móveis | Cl.37: Higienização de estofamento
22,Rede de proteção contra pássaros e insetos,"Cl.1: Preparações químicas para proteção contra mangra | Cl.5: Repelentes contra insetos | Cl.5: Cedro para uso como repelente de insetos | Cl.9: Luvas de amianto para proteção contra acidentes | Cl.9: Roupas de amianto para proteção contra fogo | Cl.9: Redes de proteção contra acidentes | Cl.9: Luvas para proteção contra acidentes | Cl.9: Roupas para proteção contra fogo | Cl.9: Calçados para proteção contra acidentes, irradiação e fogo | Cl.9: Aparelhos de proteção contra variação de tensão | Cl.9: Airbags para fins de segurança para proteção contra quedas | Cl.9: Luvas isolantes para proteção contra acidentes | Cl.9: Vestuário para motociclistas para proteção contra acidentes ou ferimentos | Cl.9: Dispositivos de proteção contra surtos elétricos | Cl.17: Películas de proteção contra interferência eletromagnética [EMI] | Cl.21: Viseiras de proteção contra xampu | Cl.31: Alimentos para pássaros | Cl.37: Instalação e reparo de equipamentos de proteção contra inundações | Cl.42: Serviços de proteção contra vírus de computador"
22,Bolsas para acampamento,Cl.12: Veículos motorizados para acampamento [motor home] | Cl.18: Bolsas | Cl.18: Bolsas de caça | Cl.18: Pastas escolares | Cl.18: Armações para bolsas [peças estruturais de bolsas] | Cl.18: Bolsas para alpinistas | Cl.18: Bolsas para campistas | Cl.18: Bolsas de praia | Cl.18: Bolsas de mão | Cl.18: Bolsas de viagem | Cl.18: Bolsas de malhas | Cl.18: Bolsas* | Cl.20: Colchões para acampamento | Cl.21: Bolsas isotérmicas | Cl.26: Fechos ecler para bolsas | Cl.26: Fivelas para bolsas | Cl.26: Fechos para bolsas | Cl.43: Provimento de acomodações em acampamento
22,Redes de proteção não metálicas para rochas,Cl.6: Redes de proteção feitas de metal para rochas | Cl.9: Redes de proteção contra acidentes | Cl.19: Pórfiros [rochas] | Cl.28: Redes para borboletas
22,Fibra de poliéster fiada para uso têxtil,"Cl.4: Óleo para uso têxtil | Cl.14: Prata fiada | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.17: Fibras de carbono, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.17: Filamentos plásticos, exceto para uso têxtil | Cl.21: Fibras de sílica vitrificada, exceto para uso têxtil | Cl.21: Fibra de vidro, exceto para isolamento ou uso têxtil | Cl.21: Linha de fibra de vidro, exceto para uso têxtil | Cl.23: Lã fiada | Cl.23: Lã fiada | Cl.23: Seda fiada | Cl.23: Fios de fibra de vidro para uso têxtil | Cl.23: Fios de borracha para uso têxtil | Cl.23: Fios elásticos para uso têxtil | Cl.24: Tecidos de fibra de vidro para uso têxtil | Cl.24: Tecidos de poliéster"
22,Ombrelone / guarda-sol de pátio,Cl.14: Relógios de sol | Cl.18: Varetas para guarda-chuva ou guarda-sol de mão | Cl.18: Armações para guarda-chuva ou para guarda-sol de mão | Cl.18: Sombrinha [guarda-sol de mão] | Cl.20: Guarda-roupas | Cl.35: Guarda-livro [contabilidade] | Cl.37: Reparo de guarda-sol de mão | Cl.37: Reparo de ombrelone / guarda-sol de pátio | Cl.39: Aluguel de guarda-volumes | Cl.45: Guarda-costas pessoal | Cl.45: Serviços de guarda noturna
22,Fibras de poliéster para estofamento,Cl.5: Fibras alimentares | Cl.17: Filamentos de amianto | Cl.17: Fibras de poliéster fiadas para isolamento | Cl.24: Tecidos de poliéster | Cl.37: Conserto de estofamento | Cl.37: Estofamento de móveis | Cl.37: Desodorização de estofamento | Cl.37: Higienização de estofamento
23,Fios *,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal comum | Cl.6: Tecidos de fios de metal | Cl.6: Fios de metal para soldar | Cl.6: Fios de metal para atar | Cl.6: Fios de cobre não isolados | Cl.6: Presilhas para fios, em metal | Cl.6: Presilhas para fios, em metal | Cl.8: Esticadores para fios metálicos [ferramentas manuais] | Cl.9: Conta-fios | Cl.9: Fios elétricos | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Identificadores para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Material para condutos elétricos [fios, cabos] | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.14: Fios de prata [joias e bijuterias] | Cl.14: Fios de ouro [joalheria] | Cl.16: Fios para encadernação | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios para soldar de matérias plásticas | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.22: Resíduos de seda | Cl.22: Fios para amarrar feixes | Cl.22: Fios não metálicos para atar ou embalar | Cl.22: Abraçadeiras para fios, não metálicas | Cl.22: Abraçadeiras para fios, não metálicas | Cl.6: Agulhas para linhas férreas | Cl.6: Materiais de metal para linhas férreas | Cl.6: Dormentes de metal para estradas de ferro | Cl.6: Postes de metal para linhas de transmissão de energia | Cl.9: Conexões para linhas elétricas | Cl.9: Linhas de sondas | Cl.26: Artigos de armarinho [itens de costura], exceto linhas * | Cl.28: Linhas de pescar | Cl.37: Reparo de linhas de transmissão de energia"
23,Linhas *,"Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal comum | Cl.6: Tecidos de fios de metal | Cl.6: Fios de metal para soldar | Cl.6: Fios de metal para atar | Cl.6: Fios de cobre não isolados | Cl.6: Presilhas para fios, em metal | Cl.6: Presilhas para fios, em metal | Cl.8: Esticadores para fios metálicos [ferramentas manuais] | Cl.9: Conta-fios | Cl.9: Fios elétricos | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Identificadores para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Material para condutos elétricos [fios, cabos] | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.14: Fios de prata [joias e bijuterias] | Cl.14: Fios de ouro [joalheria] | Cl.16: Fios para encadernação | Cl.17: Fios elásticos, exceto para uso têxtil | Cl.17: Fios para soldar de matérias plásticas | Cl.17: Fios de borracha, exceto para uso têxtil | Cl.22: Resíduos de seda | Cl.22: Fios para amarrar feixes | Cl.22: Fios não metálicos para atar ou embalar | Cl.22: Abraçadeiras para fios, não metálicas | Cl.22: Abraçadeiras para fios, não metálicas | Cl.6: Agulhas para linhas férreas | Cl.6: Materiais de metal para linhas férreas | Cl.6: Dormentes de metal para estradas de ferro | Cl.6: Postes de metal para linhas de transmissão de energia | Cl.9: Conexões para linhas elétricas | Cl.9: Linhas de sondas | Cl.26: Artigos de armarinho [itens de costura], exceto linhas * | Cl.28: Linhas de pescar | Cl.37: Reparo de linhas de transmissão de energia"
23,Fios de algodão,Cl.3: Algodão impregnado com preparações demaquilantes | Cl.5: Algodão antisséptico | Cl.5: Algodão asséptico | Cl.5: Algodão [chumaço] para uso medicinal | Cl.5: Algodão para uso medicinal | Cl.5: Algodão hidrófilo | Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.6: Fios de metal para soldar | Cl.6: Fios de cobre não isolados | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios telegráficos | Cl.9: Fios de fusível | Cl.9: Fios de cobre isolados | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.13: Piroxilina | Cl.16: Fios para encadernação | Cl.17: Lã de algodão para calafetar | Cl.21: Estopa de algodão para limpeza | Cl.22: Algodão cru | Cl.22: Estopa de algodão | Cl.22: Fios para amarrar feixes | Cl.22: Resíduos de algodão [estopa] para estofamentos | Cl.22: Fibras curtas de algodão | Cl.24: Tecidos de algodão | Cl.24: Cotim [tecido leve de linho ou algodão]
23,Fios para bordado,Cl.6: Fios de aço | Cl.6: Fios de alumínio | Cl.9: Conta-fios | Cl.9: Fios magnéticos | Cl.9: Fios de prumo | Cl.9: Fios para identificação para fios elétricos | Cl.9: Conectores de fios [eletricidade] | Cl.9: Fios de fusível | Cl.9: Fios telefônicos | Cl.10: Fios [cirúrgicos] | Cl.10: Fios guia médicos | Cl.16: Fios para encadernação | Cl.24: Tecidos desenhados para bordado | Cl.25: Vestuário bordado | Cl.26: Festões [bordado]
