numero_base,classe,descricao
020034,2,Caramelo [corante alimentar]
020035,2,Malte caramelo [corante alimentar]
020036,2,Revestimentos para feltros isolantes de telhados [tintas]
020037,2,Tintas para cerâmica
020038,2,Alvaiade [branco de chumbo]
020039,2,Negro de carvão [pigmento]
020040,2,Primer anticorrosivo para chassis de veículos
020040,2,Fundos seladores para proteção de chassis de veículos
020041,2,Tintas para calçado
020042,2,Leite de cal
020043,2,Pastas para impressão [tintas]
020044,2,Óxido de cobalto [corante]
020045,2,Carmim de cochonilha
020046,2,Colofônia [resina natural] *
020047,2,Colorantes *
020047,2,Corantes
020048,2,Corantes de malte
020049,2,Preparações para conservação de madeira
020050,2,Copal
020052,2,Anilina [corante]
020053,2,Tíneres para tintas [diluentes]
020054,2,Tíneres para lacas [diluentes]
020055,2,Espessantes para tintas
020056,2,Creosoto para conservação da madeira
020057,2,Tinturas para couro
020057,2,Mordentes para couro
020058,2,Tinturas *
020059,2,Pigmentos
020060,2,Curcuma [corante]
020061,2,Resinas naturais em bruto
020062,2,Têmpera [tinta]
020064,2,Esmaltes [vernizes]
020065,2,Esmaltes para pintar
020066,2,Tintas para impressão
020067,2,Tintas para marcar animais
020068,2,Sicativos para tintas
020070,2,Revestimentos [tintas]
020072,2,Fixadores [vernizes]
020073,2,Negro de fumo [pigmento]
020074,2,Fustete [corante]
020075,2,"Vidrados [tintas, lacas]"
020076,2,Gomas-gutas para pintura
020077,2,Gomas-lacas
020078,2,Gomas-resinas
020079,2,Graxas antiferrugem
020080,2,Tinta para gravura
020081,2,Óxido de zinco [pigmento]
020082,2,Óleos para conservação de madeira
020083,2,Óleos antiferrugem
020085,2,Tintas à prova de fogo
020086,2,Índigo [corante]
020087,2,Aglutinantes para tintas
020088,2,Corantes para licores
020089,2,Óxido de chumbo [pigmento]
020089,2,Litargírio [pigmento]
020090,2,"Metais em pó para uso em pintura, decoração, impressão e arte"
020091,2,Mástique [resina natural]
020092,2,"Folhas metálicas para uso em pintura, decoração, impressão e arte"
020093,2,Produtos antiembaciamento para metais
020094,2,Preparações para proteção de metais
020095,2,Zarcão
020095,2,Mínio
020096,2,Papel para tingir ovos
020098,2,Urucum [corante]
020098,2,Anato [corante]
020099,2,Açafrão [corante]
020100,2,Sandáraca
020101,2,Fuligem [corante]
020102,2,Sumagre para vernizes
020106,2,Dióxido de titânio [pigmento]
020107,2,Preparações antiferrugem
020108,2,Substâncias usadas para preparar uma superfície para pintura [primer]
020110,2,Cal branca
020111,2,Madeira corante
020111,2,Madeira tintória
020112,2,Extratos de madeira tintória
020113,2,Carbolineum [óleo de antraceno] para conservação de madeira
020114,2,Verniz de copal
020115,2,Lacas*
020121,2,Tintas para impressoras e fotocopiadoras
020122,2,Tintas anti-incrustantes
020123,2,"Cartuchos de toner, abastecidos, para impressoras e fotocopiadoras"
020124,2,Aguarrás [diluente para tintas]
020125,2,Pastilhas de pintura removíveis
020126,2,Tintas de aquarela para uso em arte
020127,2,Tintas a óleo para uso em arte
020128,2,Tintas comestíveis
020129,2,"Cartuchos de tintas comestíveis, abastecidos, para impressoras"
020130,2,Corantes sob a forma de caneta para restauração de mobiliário
020131,2,Revestimentos antigrafite [tintas]
020132,2,Toner para impressoras e fotocopiadoras
020133,2,"Cartuchos de tinta, abastecidos, para impressoras e fotocopiadoras"
020134,2,Acabamento vitrificador para pisos de madeira
020135,2,Tintas antiurina
020136,2,Tintas para pintura condutoras
020137,2,"Tintas para escrita, desenho ou impressão condutoras"
020138,2,Tinta para tatuagem
020139,2,Corantes
020140,2,Brilho para uso em tinta
020141,2,Líquido de mascaramento para uso em pintura em aquarela
020141,2,Máscara líquida para uso em pintura em aquarela
020142,2,Verniz comestível para decorar alimentos
030001,3,Substâncias adesivas para fixar cabelos postiços
030002,3,Pedras para amaciar
030003,3,Preparações para afiar
030005,3,Pedra de barbear [adstringente]
030006,3,Óleo de amêndoas para uso cosmético
030007,3,Sabonete de amêndoas
030009,3,Goma de amido para brilho [lavanderia]
030010,3,Goma de amido para lavanderia
030011,3,Rouge [vermelho] para polimento
030011,3,Rouge de joalheiro
030012,3,Sabões*
030013,3,Sabões de avivamento de cores [têxtil]
030014,3,Anil para lavanderia
030016,3,Preparações cosméticas para banhos
030017,3,Sabonete para barbear
030018,3,Batons para os lábios
030019,3,Hastes com pontas de algodão para fins cosméticos
030020,3,Máscaras de beleza
030022,3,Branco de espanha [carbonato de cálcio]
030023,3,Cremes para clarear a pele
030025,3,Produtos para clarear couro
030026,3,Sais para branquear
030027,3,Soda para branquear
030028,3,Produtos para alvejar roupa
030029,3,Produtos para dar brilho [lavanderia]
030030,3,Madeira aromática
030031,3,"Enxaguantes bucais, exceto para uso medicinal"
030032,3,Esmalte para unhas
030033,3,Produtos para maquiagem
030034,3,Loções capilares*
030035,3,Carbonetos metálicos [abrasivos]
030036,3,Carboneto [carbeto] de silício [abrasivo]
030038,3,Cinza vulcânica para limpeza
030039,3,Creme para sapato
030040,3,Tinturas para os cabelos
030041,3,Preparações para ondular os cabelos
030042,3,Cílios postiços
030043,3,Produtos cosméticos para os cílios
030045,3,Preparações para polimento
030046,3,Cera para sapatos
030047,3,Cera para assoalhos e móveis
030048,3,Produtos para fazer brilhar [lustração]
030049,3,Cera para sapateiros
030050,3,Pez para sapateiros
030052,3,Cera para bigode
030053,3,Cera para assoalhos de tacos
030054,3,Cera para polir
030055,3,Cera para alfaiates
030058,3,Água de colônia [eau de cologne]
030060,3,Colorantes para toalete
030061,3,Conservantes para couro [produtos para polir]
030062,3,Coríndon [abrasivo]
030063,3,Cosméticos para animais
030064,3,Paletas de maquiagem contendo cosméticos
030065,3,Cosméticos
030066,3,Algodão para uso cosmético
030067,3,Giz para limpeza
030068,3,Tira-manchas
030069,3,Lápis para uso cosmético
030070,3,Cremes para polir
030071,3,Cremes cosméticos
030072,3,Cristais de soda para a limpeza
030073,3,Pastas para afiar navalha
030074,3,Cremes para couro
030074,3,"Cera para couro Detergents, other than for use in manufacturing operations and for medical"
030076,3,Soluções para decapagem
030077,3,"Preparações desengordurantes, exceto para uso em processos de fabricação"
030078,3,Produtos para remover maquiagem
030079,3,Dentifrícios*
030081,3,Preparações desincrustantes para uso doméstico
030082,3,Diamantina [abrasivo]
030083,3,Preparações antiestáticas para uso doméstico
030084,3,Lixa de esmeril com costado de papel
030085,3,Produtos para remover lacas
030086,3,Lixa de esmeril com costado de pano
030087,3,Produtos descolorantes
030088,3,Produtos para remover vernizes
030089,3,Água de javel [solução à base de cloro diluído]
030091,3,Água de cheiro para perfumar
030092,3,Água de toalete [eaux de toilette]
030093,3,Casca de quilaia para lavagem
030094,3,Esmeril
030095,3,Incenso*
030096,3,Preparações depilatórias
030097,3,Cera para depilação
030098,3,Produtos para enxaguar a roupa [lavanderia]
030100,3,Óleos voláteis para fins cosméticos
030100,3,Óleos essenciais para fins cosméticos
030102,3,Maquiagem para o rosto
030104,3,Preparações para limpeza
030109,3,Geleia de petróleo para uso cosmético
030111,3,Gorduras para uso cosmético
030112,3,Água oxigenada [peróxido de hidrogênio] para uso cosmético
030114,3,Óleos para uso cosmético
030117,3,Óleos para limpeza
030118,3,Óleos para perfumar
030120,3,Óleos para toalete
030122,3,Loções para uso cosmético
030123,3,Leites de limpeza para toalete
030124,3,Produtos para lavanderia
030125,3,Preparações para higiene pessoal*
030126,3,Líquidos para limpeza de para-brisa
030127,3,Produtos para alisar [engomar]
030131,3,Cosméticos para as sobrancelhas
030133,3,Produtos neutralizadores para permanentes nos cabelos
030134,3,Xampus*
030135,3,Perfumes
030136,3,Unhas postiças
030137,3,Preparações para o cuidado das unhas
030138,3,Preparações para limpeza de papel de parede
030139,3,Papel para polir
030140,3,Lixa com costado de papel [lixa de papel]
030142,3,Preparações cosméticas para cuidados da pele
030143,3,Sabonete antitranspirante para os pés
030144,3,Pedras de polir
030145,3,Pedra-pomes
030146,3,Pomadas para uso cosmético
030147,3,Pó para maquiagem
030148,3,Preparações para barbear
030149,3,Sabonete desodorante
030150,3,Sachês para perfumar roupa
030152,3,Sabonetes
030153,3,Lixívia de soda
030154,3,Lápis de sobrancelhas
030155,3,Talco para toalete
030156,3,Tinturas cosméticas
030157,3,Terebintina para desengordurar
030158,3,Óleo de terebintina para desengordurar
030160,3,Lixa com costado de tecido [lixa pano]
030160,3,Tela [tecido] abrasiva
030161,3,Tecido de vidro [tecido abrasivo]
030162,3,Antitranspirantes [produtos de toalete]
030163,3,Sabonete antitranspirante
030164,3,Pedra trípole para polimento
030165,3,Abrasivos *
030166,3,Papel abrasivo
030167,3,Amoníaco [álcali volátil] [detergente]
030167,3,Álcali volátil [amoníaco] [detergente]
030168,3,Pedras de alúmen [pedras-ume] [adstringente]
030169,3,Leite de amêndoas para uso cosmético
030170,3,Preparações para remoção de ferrugem
030171,3,Preparações para bronzear [cosméticos]
030174,3,Produtos químicos de uso doméstico para avivar cores [lavanderia]
030175,3,"Sais de banho, exceto para uso medicinal"
030176,3,Tinturas para barba
030177,3,Preparações cosméticas para emagrecimento
030178,3,Substâncias adesivas para fixar cílios postiços
030179,3,Produtos para remover a pintura
030180,3,Desodorantes [perfumaria]
030181,3,Decalques decorativos para uso cosmético
030191,3,Adstringentes para uso cosmético
030192,3,Produtos descolorantes para uso cosmético
030193,3,Amaciantes de tecidos [lavanderia]
030194,3,Preparações para limpeza de próteses dentárias
030195,3,Produtos para desentupir canos de esgoto
030196,3,Xampus para animais de estimação [preparações para higiene não medicamentosas]
030197,3,Lenços impregnados com loções cosméticas
030198,3,Produtos para polimento de próteses dentárias
030199,3,Substâncias adesivas para uso cosmético
030200,3,Loções pós-barba
030201,3,Laquê para cabelos
030202,3,Cosmético para dar cor e volume aos cílios
030203,3,Mistura de fragrâncias
030204,3,Pulverizadores para refrescar o hálito
030205,3,Produtos para lavagem a seco
030206,3,Removedores de cera para assoalhos [produtos para decapagem]
030207,3,Cera antiderrapante para pisos
030208,3,Líquidos antiderrapantes para pisos
030209,3,Ar comprimido em lata para fins de limpeza
030210,3,Géis para clareamento dental
030211,3,Panos impregnados com detergente para limpeza
030212,3,Produtos para dar brilho às folhas das plantas
030213,3,Varetas de incenso
030214,3,Agentes de secagem para máquinas de lavar louças
030214,3,Agentes de secagem para lava-louças
030215,3,Preparações para perfumar ambientes
030216,3,Tiras refrescantes para o hálito
030217,3,Desodorizante para animais de estimação Preparações de banho para higiene íntima ou para uso desodorante [produtos de
030219,3,Preparações de aloe vera para uso cosmético
030220,3,"Géis de massagem, exceto para uso medicinal"
030221,3,Brilho para os lábios
030222,3,"Bálsamo, exceto para uso medicinal"
030223,3,Xampu a seco*
030224,3,Adesivos para enfeitar unhas
030225,3,Preparações para proteção solar
030227,3,Henna [tintura cosmética]
030228,3,Preparações polidoras para calçados
030229,3,Porta-batom
030230,3,"Preparações para banho, exceto para fins medicinais"
030231,3,Condicionadores para cabelos
030232,3,Preparações para alisar cabelos
030233,3,Lenços impregnados com preparações para remover maquiagem
030234,3,Preparações de colágeno para fins cosméticos
030235,3,Tiras para branqueamento dental
030237,3,Preparações fitocosméticas
030238,3,"Preparações de limpeza para fins de higiene íntima pessoal, não medicinais"
030239,3,Extratos de ervas para fins cosméticos
030240,3,Removedores de esmalte de unhas
030241,3,Cera para assoalhos
030242,3,Xampus para animais [preparações higiênicas não medicinais]
030243,3,"Produtos para lavar os olhos, não medicinais"
030244,3,Lavagens vaginais para fins de higiene ou desodorização
030245,3,Produtos químicos de limpeza para uso doméstico
030246,3,Aromatizadores de ambiente com varetas [difusores de aroma]
030247,3,Produtos alvejantes [descolorantes] para uso doméstico
030248,3,Velas de massagem para fins cosméticos
030249,3,Cosméticos para crianças
030250,3,Preparações para refrescar o hálito para higiene pessoal
030251,3,"Lenços umedecidos para bebês, impregnados com preparações para limpeza"
030252,3,Basma [tintura cosmética]
030253,3,Parches em gel para os olhos para fins cosméticos
030254,3,Brilho para unhas [glitter]
030255,3,Água micelar
030256,3,Tinta corporal para uso cosmético
030257,3,Látex líquido para tinta corporal para uso cosmético
030258,3,Pastas de dentes*
030259,3,Algodão impregnado com preparações demaquilantes
030260,3,Folhas para máquina de lavar que previnem a descoloração
