marca_base,ncl_base,spec_base,marca_rpi,ncl_rpi,spec_rpi,colide
"SER SAÚDE, ESTÉTICA E REABILITAÇÃO",44,"em de ; serviços de odontologia; serviços de ; estética facial e corporal; odontologia [cirurgião-dentista]; spa [serviços médicos ou estéticos]; serviços ortodônticos; assessoria, consultoria e informação odontológica;",SER FISIOTERAPIA INTEGRATIVA,44,em de ;fisioterapia;perícia técnica na área de fisioterapia;provimento de instalações para reabilitação física;serviços de ;,S
PISTA DRINKS DISTRIBUIDORA,39,"armazenagem, embalagem e entrega de mercadorias( s e gelo) desde que incluídos nesta classe.;",PISTA,33,"aperitivos *; fermentada alcoólica;s alcoólicas destiladas à base de grãos;s alcóolicas prontas;s alcoólicas, exceto cerveja;s amargas [licor];s destiladas;brandy [];destiladas [s alcoólicas] [espirituosas];digestivos [licores e destilados];essência alcoólica para fazer s;essências alcoólicas;extratos alcoólicos;licores;",S
PLANET CAMISETERIA,25,"saias;sungas;polainas;armações de chapéus;s de malha [];calças compridas;camisas (palas para -);ciclistas ( para -);colarinhos [];couro (s de imitação de -);jaquetas;meias;meias-calças;orelheiras [];estolas;sutiã para postura sem finalidade terapêutica;quimono [];pulôveres;s de banho;s de fantasia;s de imitação couro;trajes;agasalhos para as mãos;bebês (fraldas de matérias têxteis para -);bolsos para s;camisas;camisas (peitilhos de -);cartolas;chapéus, bonés etc;cintos [];coletes;confeccionado (",PLANET SPORTS,35,"administração comercial para terceiros;administração de cartão de benefícios comerciais [promoção de negócios];apresentação de produtos em meios de comunicação para fins de comércio varejista;assessoria, consultoria e informação em franquia, licenciamento da propriedade intelectual [gestão comercial];comércio [através de qualquer meio] de s de ;comércio [através de qualquer meio] de s do ;comércio [através de qualquer meio] de s para ;comércio [através de qualquer meio] de s para de s;comércio [",S
VIP PIZZAS,43,serviços de bar; serviços de restaurantes; serviços de lanchonetes;,PIZZARIA VIP,35,"assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio [através de qualquer meio] de produtos alimentícios [massas];comércio de pizzas doces, pizzas salgadas e bebidas;",S
RJ DISTRIBUIDORA AUTO PEÇAS PARA CAMINHÕES,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, s de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio (s de qualquer meio) de partes e componentes de s;demonstração de produtos;franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empres",RJ AUTO,35,comércio [s de qualquer meio] de s;concessionária de s [comércio de s];,S
RL REFORMAS,37,"aplicação de tinta e impermeabilizante;impermeabilização de edificações;instalação e manutenção de instalações a gás;instalação e manutenção de instalações elétricas;instalação e manutenção de instalações hidráulicas;pintura, de interior e de exterior;provimento de informações sobre reparos;serviços de alvenaria;serviços de eletricistas;serviços de encanamento;serviços de construtor;",RL VIDRAÇARIA ABC,35,comércio (através de qualquer meio) de artigos de vidros;,S
DE ROLÊ SALVADOR,41,"agência de notícias/jornalismo [elaboração de reportagens fotográficas ou não];copidesque [edição de texto, exceto de publicidade];edição de texto, exceto de publicidade [copidesque];editoração eletrônica;elaboração de roteiros [roteirização];fotografia;guias eletrônicos, revistas, jornais e boletins oferecidos ao consumidor online [somente para acesso, sem possibilidade de download];publicação de livros;publicação on-line de livros e periódicos eletrônicos;serviço de repórter [agência de notíci",DE ROLÉ,41,"agente artístico; literário e cultural [promotor de evento];apresentação de espetáculos ao vivo;apresentação de espetáculos ao vivo de chorinho [música];apresentação de espetáculos ao vivo de samba [dança];apresentação de espetáculos ao vivo de samba [música];assessoria, consultoria e informação em [lazer];direção de shows;empresário [organização e produção de espetáculos];organização de espetáculos [shows] [serviços de empresário];organização e realização de eventos de ;planejamento de festas;p",S
REAL ATIVOS JUDICIAIS,36,"de assuntos s; ;análise ;apoio ; ; relacionada a impostos;, e em de dívidas;, e em de riscos s;, e em planejamento ;, e na área econômico-;, e s prestadas a investidores; s para responder a solicitações de propostas [rfp] de prestação de serviços; de pagamento de reembolsos para terceiros;informe relacionado à econômico-;perícia na área ; de s;serviços de agências de cobranças de dívidas;serviços de cobrança ;",REAL VIDA E PREVIDÊNCIA,36,"serviços prestados por entidades de representação de classe; atividades de em empresarial, exceto específica.;",S
MANÁ PITZFIHA,43,serviços de restaurantes;,MANÁ NUTRIÇÃO ANIMAL,31,alimento para animais confinados;alimentos para animais;alimentos para animais de estimação;carne para animal [alimento para animais];cereal para animal;farinha de osso para animal;farinha de peixe para consumo animal;farinha para animais;objetos comestíveis para mascar para animais;papas para engorda de animais de criação;preparações para engorda de animais;preparações para engorda de animais de criação;preparações para postura de aves de criação;ração para animal;,S
REVIVA SENIOR&#39;S RESIDENCE,39,serviços de transporte por ambulância; serviços de remoção (transporte) de pacientes(da classe 39).;,REVIVA FISIOFITNESS,44,"aconselhamento em questões de saúde;estética facial e corporal;fisioterapia;ioga e iogaterapia [terapias alternativas para saúde física e mental];massagem;pilates [terapia alternativa para saúde física e mental];quiroprática;quiroprática [sistema terapêutico que, partindo do pressuposto de que as doenças resultam de disfunção nervosa, procuram corrigi-las por manipulação, e por outros cuidados, de estruturas; quiropraxia];serviços de estética;serviços de saúde;spa [serviços estéticos];",S
BRAVO R & S,41,de s ao ; de s; de s [s] [serviços de ]; de para ou s; e de s; e de conferências; e de congressos; e de seminários; e de simpósios; de s; de s; ; serviços de ; serviços de s; serviços de s de ; ; e [ de ]; de [serviços de ]; (serviços de -) [serviços de ]; [ e de s]; em vhs/dvd/cd (serviços de ); ; de s [se s/];,BRAVO TATUÍ,41,"; e [ de ]; de s ao ;assessoria, consultoria e informação em [lazer]; de [serviços de ];composição de canções;educação ; em vhs/dvd/cd [serviços de ]; ; de s; de s [s] [serviços de ]; de para ou s; e de s; e realização de s de ; e regência de concertos;orientação [treinamento]; de s; de s; ;serviços de composição ;serviços de [serviços de ];serviços de ensino;serviços de ;serviços de s;serviços de orquestra;",S
BRAVO R & S,41,de s ao ; de s; de s [s] [serviços de ]; de para ou s; e de s; e de conferências; e de congressos; e de seminários; e de simpósios; de s; de s; ; serviços de ; serviços de s; serviços de s de ; ; e [ de ]; de [serviços de ]; (serviços de -) [serviços de ]; [ e de s]; em vhs/dvd/cd (serviços de ); ; de s [se s/];,BRAVO TATUÍ,41,"; e [ de ]; de s ao ;assessoria, consultoria e informação em [lazer]; de [serviços de ];composição de canções;educação ; em vhs/dvd/cd [serviços de ]; ; de s; de s [s] [serviços de ]; de para ou s; e de s; e realização de s de ; e regência de concertos;orientação [treinamento]; de s; de s; ;serviços de composição ;serviços de [serviços de ];serviços de ensino;serviços de ;serviços de s;serviços de orquestra;",S
RICARDO PNEUS,35,comércio (s de qualquer meio) de s e s de s; serviços de agências de importação-exportação;,RICARDO ACESSÓRIOS,35,comércio [s de qualquer meio] de s e s de s terrestres;,S
BOY VEÍCULOS,39,aluguel de s;locação de ;,BOY AUTO MECÂNICA,37,"aperfeiçoamento de equipamento automotivo [instalação, manutenção, reparo][tuning];instalação personalizada de peças de s externas, internas e mecânicas [adaptação];lubrificação de s;manutenção de s;serviço de reparo de panes em s;serviços de centro de diagnóstico de [serviços de manutenção/reparo de ];serviços de troca de baterias de s elétricos;",S
DIVINO BURGUERKINHO,43,serviços de bar;serviços de lanchonetes;serviços de s;,DIVINO DVBG BURGER,40,beneficiamento de alimentos;beneficiamento de alimentos para s desde que incluídos nesta classe.;,S
ENCANTO DO SUL,25,bermudas; bonés; s *; calças compridas; camisas; camisetas; meias; paletós; roupas de praia; saias; s; s *; .;,ENCANTO SHOES,25,botas *;botas de cano curto;botas de cano médio;botas para esportes *; para uso profissional;s*;chinelo [ comum];chinelos [pantufas];saltos de s;saltos para s;s;s*;tênis [].;,S
ENCANTO DO SUL,25,bermudas; bonés; s *; calças compridas; camisas; camisetas; meias; paletós; roupas de praia; saias; s; s *; .;,ENCANTO SHOES,25,botas *;botas de cano curto;botas de cano médio;botas para esportes *; para uso profissional;s*;chinelo [ comum];chinelos [pantufas];saltos de s;saltos para s;s;s*;tênis [].;,S
ENCANTO DO SUL,25,bermudas; bonés; s *; calças compridas; camisas; camisetas; meias; paletós; roupas de praia; saias; sandálias; sapatos *; vestuário.;,ENCANTO SHOES,35,comércio [através de qualquer meio] de s;serviços de vendas a varejo de s;,S
ENCANTO DO SUL,25,bermudas; s; calçados *; calças compridas; camisas; s; meias; paletós; roupas de praia; saias; sandálias; sapatos *; .;,ENCANTO MULTIMARCAS,25,artigos de malha [];s;botas *;calçados*;s;casacos [jaquetas];chinelo [ comum];galochas; *;,S
ENCANTO DO SUL,25,bermudas; bonés; s *; calças compridas; camisas; camisetas; meias; paletós; roupas de praia; saias; sandálias; sapatos *; vestuário.;,ENCANTO SHOES,35,comércio [através de qualquer meio] de s;serviços de vendas a varejo de s;,S
JACK STORE,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio (através de qualquer meio) de s de ;comércio (através de qualquer meio) de s do ;comércio (através de qualquer meio) de bijuteria;comércio (através de qualquer meio) de malas e bolsas de viagem;comércio (através de qualq",JACK,25,"s; s de , a saber, bonés, chapéus, faixas para a cabeça, viseiras; , a saber, aventais, camisetas, camisas, tops, camisetas regatas, camisas de golfe, casacos de moletom, cintos, jaquetas, calças.;",S
R.A ESPAÇO ZEN,44,"assessoria, consultoria e informação em estética capilar;assessoria, consultoria e informação em estética pessoal [ de e cabelo];assessoria, consultoria e informação em massagem;depilação;depilação com cera;estética [ da e cabelo];estética facial e corporal;massagem;spa [serviços médicos ou estéticos];serviços de saúde em spa;serviços de terapia;serviços de terapia;",RA,5,"preparações farmacêuticas para o de distúrbios neurológicos, distonias musculares, distúrbios do músculo liso, distúrbios do nervo autônomo, dores de cabeça, rugas, hiperidrose, lesões esportivas, a saber, , músculo, ligamentos ou osso feridos ou quebrados, paralisia cerebral, espasmos musculares, tremores e dores musculares; preparações farmacêuticas, a saber, substratos peptídicos para uso no de distúrbios neurológicos, distonias musculares, distúrbios do músculo liso, distúrbios do nervo autô",S
RS FERRAGEM E MATERIAIS DE CONSTRUÇÃO,6,"abraçadeira de fixação [ferragem];abraçadeiras de metal;abraçadeiras de metal para cabos ou tubos;abraçadeiras para fios, em metal;aço;aço estirado;aço fundido;aço galvanizado;aço laminado;aço não plano;aço para cimentação;aço, bruto ou semitrabalhado;aldrava de metal para portas;algeroz metálico;alpaca [liga metálica];alumínio;amortecedor para porta [ferragem];andaimes de metal;anéis de metal*;anel de escora em metal;anel metálico [ferragem];arame farpado;articulação metálica para janela [ferra",RS SERVIÇOS E MANUTENÇÃO,37,"assessoria, consultoria e informação em pintura de prédios;instalação de serviços básicos de infra em locais de ;instalação e manutenção de instalações s;instalação, manutenção e reparo de de letreiro e de painel e eletrônico, inclusive de veículo;montagem de estandes de feira de exposições e lojas;pintura ou reparo de letreiros;provimento de informações sobre reparos;reparação e manutenção da de letreiro e painel não ;reparo de s de segurança;serviços de sinalização [instalação, manutenção e ];",S
NEXO CONCEPT,40,alfaiataria;ateliê de costura;confecção de do sob encomenda;confecção de s;montagem de materiais sob encomenda de terceiros;,EH NEXO STORE,35,"assessoria, consultoria e informação sobre publicidade através de mala direta;comércio [através de qualquer meio] de s de relojoaria;comércio [através de qualquer meio] de s do ;comércio [através de qualquer meio] de s para fumantes;comércio [através de qualquer meio] de bijuteria;comércio [através de qualquer meio] de calçados;comércio [através de qualquer meio] de cosméticos;comércio [através de qualquer meio] de malas e bolsas de viagem;comércio [através de qualquer meio] de máquinas de calcu",S
SAMPAIO REPRESENTAÇÕES,35,"comércio (s de qualquer meio) de s e s de s; representação comercial; serviços de agências de importação-exportação; comércio, s de qualquer meio, de motores para s terrestres;",SAMPAIO MOTOPEÇAS,35,"comércio [s de qualquer meio] de aparelhos de locomoção por terra, por ar ou por água;comércio [s de qualquer meio] de aparelhos e instrumentos para conduzir, interromper, transformar, acumular, regular ou controlar eletricidade;comércio [s de qualquer meio] de aparelhos para o registro, a transmissão e a reprodução de som ou imagens;comércio [s de qualquer meio] de máquinas-ferramentas;comércio [s de qualquer meio] de s e s de aparelhos de locomoção por terra, por ar ou por água;comércio [s de ",S
SARA PRINCESS,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, s de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e ização de produtos sob contrato de franquia;comércio (s de qualquer meio) de s de chapelaria;comércio (s de qualquer meio) de s do ;comércio (s de qualquer meio) de bijuteria;comércio (s de qualquer meio) de malas e bolsas de viagem;comércio (s de qualquer meio) de s;comércio [s de qualq",SARA MODAS E ACESSÓRIOS,35,"; de ;comércio [s de qualquer meio] de s do ;comércio [s de qualquer meio] de s;comércio on-, no varejo, de virtual baixável;",S
REDUX HARD,40,"beneficiamento de s alimentares, desde que incluídos nessa classe.;",REDUX PREMIUM,5,detox natural.;,S
BOUTIQUE DOS CACHORROS,44,para [ ]; [ ]; de ; de de estimação;,BOUTIQUE DOS PETS,44,para [ ]; [ ];,S
GARAGEM TAPIOCARIA CAFÉ,43,serviços de bar; serviços de cafés []; serviços de cafeteria; serviços de s; serviços de s;,GARAGEM COMEDORIA,43,"reservas em hotéis;reservas em pensões [alojamento];serviços de agências de acomodações [hotéis, pensões];serviços de bar;serviços de s;serviços de s;serviços de s de autosserviço;serviços de s para retirada;",S
VIA PINK,35,comércio (s de qualquer meio) de s de vidro;comércio (s de qualquer meio) de produtos de metal comum;comércio (s de qualquer meio) de produtos feitos de madrepérola;comércio (s de qualquer meio) de produtos feitos de concha;comércio (s de qualquer meio) de produtos têxteis;comércio (s de qualquer meio) de produtos confeccionados de metais preciosos ou folheados;comércio (s de qualquer meio) de s de ;comércio (s de qualquer meio) de s de ;comércio (s de qualquer meio) de s do ;comércio (s de qual,PINK. EYEWEAR,35,comércio (s de qualquer meio) de armações;,S
STAR PLAC,9,"sinais eletrônicos (transmissores de -) ; sinais luminosos ; sinais, luminosos ou mecânicos ; sinalização (apitos de -) ; sinalização (bóias de -) ; sinalização (lanternas de -) ; sinalização (painéis de -), luminosos ou mecânicos ; sinalização (sinos de -) ; sinalização (triângulos de -) para veículos avariados ; sinalizadores de neblina, não-explosivos ; sinalizadores [luzes pisca-pisca] ; sinos de sinalização, sinalização de segurança industrial.;",STAR RADIODIFUSAO,38,comunicação por rádio;,S
HELP VIDA,39,serviços de transportes por ambulância.;,HELP HOSPITAL DE ENSINO E LABORATÓRIOS DE PESQUISA,44,serviços de centros médicos;serviços de saúde;serviços hospitalares;,S
SUBLIME CLÍNICA DE ESTÉTICA AVANÇADA,35,"agenciamento de mão-de-obra; recrutamento de ; serviços administrativos para encaminhamentos médicos; serviços de em gestão de negócios; serviços prestados por entidades de representação de classe, a saber, serviços de administração de convênios de benefícios; testes, exames e provas psicotécnicos para seleção de [recrutamento de ]; comercio, importação, exportação e representação comercial de artigos para pratica de esportes e ginástica, medicamentos, s alimentares, preparações farmacêuticas, s",SINTA-SE SUBLIME,44,"aconselhamento em dieta e nutrição;aconselhamento em questões de saúde;, consultoria e informação em estética [tratamento de pele e cabelo];, consultoria e informação sobre beleza;, consultoria e informação sobre s dietéticos e nutrição;estética [tratamento da pele e cabelo];estética facial e corporal;serviços de estética;serviços de esteticista;spa [serviços estéticos];",S
ERVA-MATE SERTANEJO,30,erva-mate para infusão desde que incluído nesta classe.;,APIÁRIO SERTANEJO,30,mel;,S
SZ STUDIO,44,"massagem; serviços de cabeleireiro; serviços de salões de beleza; depilação; [tratamento da pele e cabelo]; facial e corporal; manicure e pedicure; spa [serviços médicos ou estéticos]; assessoria, consultoria e informação em pessoal [tratamento de pele e cabelo]; assessoria, consultoria e informação sobre beleza;","SZ CENTRO DE ESTÉTICA, REJUVENESCIMENTO E PREVENÇÃO",44,odontologia [cirurgião-dentista];serviços de ;serviços de odontologia;,S
TREVISAN ARTE & DECORAÇÃO,20,"; mobiles; s do feitos em e para eventos, desde que incluídos nesta classe.;",TREVISAN MÓVEIS,20,"almofadas;aparadores [bufê];apoio de cabeça [];apoio para braço [];apoio para livro [];armários [];armários de cozinha [];arquivos [];s para cama, exceto roupa de cama;assentos [cadeiras];balcão [];bancadas de lavatório [];bancos [];banqueta [];bufê [];cadeira de balanço;cadeiras [assentos];cama guarda-roupa;camas *;camiseiro [];cantoneira [];carrinhos [];chapeleira [];colchões *;divisórias [];divisórias de para ;espelhos;guarda-roupas;mesas *;móbiles [decoração]; de ;painéis de afixação;peças d",S
URQUIZA JOIAS,14,"adereços de marfim [joias e bijuterias];alfinetes de chapéu [joias e bijuterias];amuletos [joias e bijuterias];anéis [joias e bijuterias];argola de uso pessoal [bijuteria];artigos de joalheria / bijuteria;berloques para joias e bijuterias;biojoias;bracelete de qualquer material [joia ou bijuteria];brincos;broches [joias e bijuterias];caixas para apresentação de joias;chaveiros de bijuteria;colares [joias e bijuterias];correntes [joias e bijuterias];crucifixos de metal precioso, exceto joias;cruc",URQUIZA SHOES,35,comércio [através de qualquer meio] de s;,S
ZOOM DISTRIBUIDORA,35,"super [comércio de s de higiene pessoal, cosmética e ];super [comércio de lâmpadas e pilhas];super [comércio de óleos, graxas e preparações para polir];super [comércio de preparações para higiene doméstica, inclusive desinfetantes, desodorizantes de ambiente, preparações para perfumar ambiente e repelentes para ambientes];super [comércio de preparações para lavanderia];super [comércio de rações para animais];super [comércio de recipientes para acondicionar alimentos];super [comércio de sacos e s",ZOOM HAIR,35,comércio [s de qualquer meio] de s do vestuário;comércio [s de qualquer meio] de cosméticos;comércio [s de qualquer meio] de escovas;comércio [s de qualquer meio] de fitas e laços;comércio [s de qualquer meio] de loções para os cabelos;comércio [s de qualquer meio] de s de ; de on-line para es e es de s e serviços [];,S
ZOOM DISTRIBUIDORA,35,"supermercado [comércio de artigos de higiene pessoal, cosmética e perfumaria];supermercado [comércio de lâmpadas e pilhas];supermercado [comércio de óleos, graxas e preparações para polir];supermercado [comércio de preparações para higiene doméstica, inclusive desinfetantes, desodorizantes de ambiente, preparações para perfumar ambiente e repelentes para ambientes];supermercado [comércio de preparações para lavanderia];supermercado [comércio de rações para animais];supermercado [comércio de reci",ZOOM HAIR,26,aplique [cabelo artificial];apliques capilares;arcos para o cabelo;barbas postiças;bigodes postiços;broches [acessórios de vestuário];cabeleira [peruca];cabelo humano;cabelos postiços;enfeites para os cabelos;fitas para cabelo;fitas para prender os cabelos;fivelas [acessórios de vestuário];fivelas para os cabelos;franjas;grampos para ondular os cabelos;grampos para os cabelos;papelotes para cachear cabelo;perucas;pompom;prendedores para os cabelos;presilhas para cabelos;redes para os cabelos;tia,S
EMPÓRIO DO MILHO PAMONHARIA,35,"assessoria, consultoria e informação em gestão de negócios; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet; provimento de mercado online para compradores e vendedores de produtos e serviços [marketplace]; demonstração de produtos; importação, exportação e representação comercial; comércio de bebidas e produtos alimentícios desde que incluídos nesta classe.;",EMPÓRIO DO MILHO,30,pamonha salgada de milho; pamonha doce de milho; milho torrado; milho moído; farofa de milho;,S
MINAS PEDRAS MÁRMORES & GRANITOS,19,"ardósia; bustos de pedra, concreto ou mármore; estátuas de pedra, concreto ou mármore; estatuetas de pedra, concreto ou mármore; granito; mármore; objetos de arte de pedra, concreto ou mármore; pedra; trabalhos de pedra;",MINAS PEDRAS,35,comércio [através de qualquer meio] de construções transportáveis não metálicas;comércio [através de qualquer meio] de materiais de construção não metálicos;comércio [através de qualquer meio] de minérios;,S
MM D&#39;GUST CONGELADOS,35,"assessoria, consultoria e informação em gestão de negócios e empresas; comercialização de produtos sob contrato de franquia; franchising [sistema pelo qual empresa detentora de uma marca registrada, processo patenteado de produção ou direitos similares concede a outras empresas licença de utilização dessas marcas ou processos, sob certas condições - administração de negócios]; gestão de franquia; assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de w",D.GUST,30,coxinha de galinha [salgadinho];empada;joelho [enroladinho];quibe;tortas [doces e salgadas];,S
TRANQUILIZE SPA CORPO E MENTE,35,"serviços de administração e gestão de negócios de clínicas de estética: serviços de , e fornecimento de organização e administração de clínicas; serviços de e propaganda referente a clínicas.;",SPA CORPO E MENTE,35,", e ao consumidor produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;, e em promoção de vendas;promoção de vendas para terceiros; por catálogos de vendas.;",S
CÓDIGO DRM,41,"apresentação de espetáculos ao vivo;cursos por correspondência; de competições [educação ou ]; de competições desportivas; de exposições para fins ou educativos; e apresentação de colóquios; e apresentação de conferências; e apresentação de congressos;produção de filmes, exceto para fins de publicidade;produção de podcasts;produção de programas de rádio e televisão;produção de shows;produções teatrais;programas de de rádio;programas de de televisão;projeções de filmes cinematográficos;provimento",DRM,41,agente artístico; literário e [promotor de evento]; e realização de eventos de ;promotor de eventos [se artísticos/];,S
VIVA VIDA VIAGENS E TURISMO,35,comercial para terceiros; de s de viajantes frequentes;gestão administrativa de hotéis;gestão de franquia para terceiros;serviços de assessoria em gestão de negócios;,VIDA+,35,"de cartão de desconto; de convênios de benefícios;serviços de s de fidelidade [clube, cartão, talão];",S
KELLY MODAS BY: KELLY FERREIRA,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio [através de qualquer meio] de s de chapelaria;comércio [através de qualquer meio] de s do ;comércio [através de qualquer meio] de bijuteria;comércio [através de qualquer meio] de bolsas femininas;comércio [através de qua",KELLY MODAS,25,s de malha [];aventais [];bermudas;biquíni;blazers [];body [ íntima];camisas de manga curta;camisetas;canga;cintos [];combinações [];faixas [];jardineiras [];leggings [calças];lingerie;malhas [];meias;meias-calças;saias;saias-calças;suspensórios [];ternos;uniformes;vestidos; bordado; confeccionado;,S
LEBEN,40,"beneficiamento de alimentos; congelamento de alimentos; conservação de alimentos e bebidas; beneficiamento de doces e salgados, desde que incluídos nesta classe.;",LEBENREVA PRECISION,5,aminoácido para tratamento de desnutrição ou deficiência proteica;barra dietética de cereais;cápsula de alga marinha para uso como complemento alimentar;cápsula de cartilagem de tubarão para complemento alimentar;cápsula de gelatina pura para uso como complemento alimentar;cápsula de óleo vegetal para uso como complemento alimentar;complemento/suplemento alimentar composto por cereais [não medicinal];composição de aminoácido para tratamento de desnutrição ou deficiência proteica;enzimas para con,S
NEXO,17,"[, , , , pó]; líquida; sintética;, bruta ou semitrabalhada;guta-percha;",NEXOBOR BORRACHAS TÉCNICAS,17,"anéis de ;anel ou aro de para vedação;aro de para vedação;arruelas de ou fibra vulcanizada; [, , , , pó];conexões não metálicas para tubos flexíveis;elo de ;emenda para mangueira;juntas de vedação;mangueiras de água;mangueiras de conexão para radiadores de veículos;mangueiras de matérias têxteis;tampões de ;",S
NATU & VIDA PRODUTOS NATURAIS,35,"comercio, importação e exportação de produtos naturais como: grãos, sucos, chás, sementes, shakes, açaí, ervase outros produtos alimentícios, produtos cosméticos, perfumaria e higiene pessoal.;",NAVIDA NATURAIS,30,"alimentos predominantemente de cereais, exceto para uso medicinal, terapêutico ou dietético;essências para alimentos;farinha de cevada;flavorizantes/aromatizantes para alimentos;levedura *;preparações aromáticas para uso alimentar;",S
R ROSARIA JÓIAS,35,"assessoria, consultoria e informação ao consumidor sobre produtos e respectivos preços, através de websites, em conexão com comércio realizado pela internet;assessoria, consultoria e informação em gestão de negócios e comercialização de produtos sob contrato de franquia;comércio (através de qualquer meio) de s de ;comércio (através de qualquer meio) de ;comércio (através de qualquer meio) de produtos confeccionados de s ou folheados;consultoria em gestão de negócios;consultoria em gestão e organ",JOALHERIA ROSA,14,"ágatas;água-marinha;alexandrita [pedra preciosa];ametista [pedras preciosas];amuletos [joias e s];anéis [joias e s];s de / ;balangandã [ornamento ou amuleto, ordinariamente de , em forma de figa, medalha, pendente de broche, argola ou pulseira];berloques para joias e s;bracelete de qualquer material [joia ou ];brilhante [diamante];brincos;camafeu [broche];citrino;colares [joias e s];contas de ouro para joia;contas para a fabricação de joias e s;coral para manufatura de joia;correntes [joias e s]",S
SOARESVEL VEÍCULOS,12,;,SOARES MANUTENÇÕES,37,"adaptação de carrocerias para ;conservação e manutenção de container;instalação personalizada de peças de veículos externas, internas e mecânicas [adaptação];manutenção de veículos;manutenção e reparo de ;",S
PIZZARIA CHEFF,40,beneficiamento de alimentos;congelamento de alimentos;conservação de alimentos e bebidas.;,DU CHEFF PIZZARIA,39,entrega de refeições [delivery];,S
METRO ENGENHARIA,37,asfaltamento; assentamento de tijolos; colocação de papel de parede; conserto de bomba; *; de fábricas; de portos; de quebra-mar; e manutenção de oleoduto; e reparos de armazém; naval; subaquática; na área de civil; demolição de edificações; envernizamento; sobre ; instalação de equipamentos de cozinha; instalação e reparo de alarme antifurto; instalação e reparo de alarmes de incêndio; instalação e reparo de aparelhos elétricos; instalação e reparo de dispositivos de irrigação; instalação e rep,METRO REGULAR ENGENHARIA,37,", e em de ;",S
PIZZARIA CHEFF,43,restaurantes;,DU CHEFF PIZZARIA,39,entrega de refeições [delivery];,S
CALDO PREMIUM MAIS TOP QUALITY,40,beneficiamento de alimentos;beneficiamento de cereal;congelamento de alimentos;conservação de alimentos e bebidas;esterilização de alimento;beneficiamento de ; envasamento e empacotamento de alimentos.;,CALDO SUPREMO 3B SUPER PREMIUM,29,em conserva [ou ensacado];,S
AÇAÍ WAY,43,serviços de bar;serviços de s [];serviços de cantinas;serviços de s;serviços de restaurantes;serviços de restaurantes de autosserviço;,ON WAY AÇAÍ,43,serviços de s []; serviços de cafeteria; serviços de s.;,S
PET CRISTAL LE BOUTIQUE,44,de ; de de estimação; para [ ]; [ ];,BOUTIQUE DOS PETS,44,para [ ]; [ ];,S
AÇOUGUE RANCHO DA CARNE,39,"entrega de mercadorias; entrega de s [delivery], desde que incluídos nesta classe.;",RANCHO CASA DE CARNES E CONVENIÊNCIA,35,comércio [através de qualquer meio] de água mineral engarrafada; comercialização de água bruta;comércio [através de qualquer meio] de bebidas alcoólicas;comércio [através de qualquer meio] de bebidas não alcoólicas;comércio [através de qualquer meio] de gelo;comércio [através de qualquer meio] de material de limpeza;comércio [através de qualquer meio] de óleos vegetais alimentícios;comércio [através de qualquer meio] de produtos alimentícios [aves e ovos];comércio [através de qualquer meio] de p,S
GALLO´S BIER,35,comércio (através de qualquer meio) de bebidas alcoólicas; comércio (através de qualquer meio) de bebidas não-alcoólicas; agências de importação-exportação;,GALLO BURGUER,43,serviços de lanchonetes;,S
MEMOR,42,e licenciamento de e hardware; plataforma de tecnologia de ensino [].;,EMEMOR,42,"armazenamento eletrônico de dados;criação de homepage;criação e manutenção de websites para terceiros;fornecimento de mecanismos de busca para a obtenção, manutenção e distribuição de dados a partir de um banco de dados localizado em uma rede mundial de computadores [ de um /website para terceiros];provimento de sistemas virtuais de computador por meio de computação em nuvem;sites de busca [fornecimento de mecanismos de busca na internet];tratamento de dados [serviço de informática];",S
NUTRILIFE,44,fisioterapia.;,NUTROLIFE,44,"em dieta e nutrição; em de ;, e em nutrição;, e suplementos dietéticos e nutrição; ;exames s;farmácia de manipulação [manipulação de medicamentos];serviços de ;serviços de ;",S
NOUVEL,35,comércio [através de qualquer meio] de artigos do ;comércio [através de qualquer meio] de s;,NOUV,25,bermuda para prática de esporte;body [ íntima];bonés;calções de banho;camisas desportivas;camisas*;camisetas;camisetas regata para a prática de esportes;casacos [jaquetas];faixas [];faixas para a cabeça [];gorros;jérseis [];leggings [calças];luvas de ioga;malhas [];pantufas; para ginástica;s impermeáveis; *;,S
