ncl_a,ncl_b,sim_top5,sim_max,item_a_max,item_b_max
17,28,0.449528,0.529179,170068 Mangas de borracha para proteção de partes de máquinas,280147 Almofadas de proteção [partes de vestimentas desportivas]
17,29,0.265938,0.294392,170052 Óleos isolantes,290032 Óleos para uso alimentar
17,30,0.274666,0.296889,170013 Tiras para calafetar,300147 Tiras de alcaçuz [confeito]
17,31,0.368028,0.46566,"170070 Mica, bruta ou semiprocessada",310078 Cortiça bruta
17,32,0.215569,0.314439,170062 Lã mineral [isolante],320015 Água mineral [bebida]
17,34,0.288747,0.334516,170114 Soluções de borracha,340040 Soluções líquidas para uso em cigarros eletrônicos
17,35,0.2008,0.270284,170133 Filmes isolantes,350104 Produção de filmes publicitários
17,36,0.234657,0.249156,"170096 Fibras de carbono, exceto para uso têxtil",360104 Intermediação de créditos de carbono
17,37,0.464301,0.756002,170109 Materiais de borracha para recauchutagem de pneus,370077 Recauchutagem de pneus
17,38,0.207352,0.231293,170073 Conexões não metálicas para canos,380037 Provimento de conexões de telecomunicações para uma rede mundial de computadores
17,39,0.254073,0.286895,170112 Suportes de espuma para arranjos de flores [produtos semiacabados],390096 Entrega de flores
17,40,0.47295,0.619193,170125 Filamentos plásticos para impressão 3d,400127 Impressão 3d para terceiros
17,41,0.390078,0.488553,170133 Filmes isolantes,"410225 Direção de filmes, exceto filmes publicitários"
17,42,0.363902,0.476441,170134 Películas de proteção contra interferência eletromagnética [EMI],420206 Serviços de proteção contra vírus de computador
17,43,0.092833,0.225637,170058 Substâncias para isolamento de construções contra umidade,430160 Aluguel de construções transportáveis
17,44,0.22932,0.360332,170112 Suportes de espuma para arranjos de flores [produtos semiacabados],440143 Serviços de arranjo de flores
17,45,0.235913,0.264284,170003 Cortinas de segurança de amianto,450194 Monitorização de alarmes anti-roubo e de segurança
18,19,0.366923,0.511586,180061 Chicote de nove tiras,190018 Tiras alcatroadas para construção
18,20,0.861224,0.917113,180039 Couro não trabalhado ou semitrabalhado,"200133 Rattan, não trabalhado ou semitrabalhado"
18,21,0.754932,1.0,"180094 Peles de camurça, exceto para limpeza",210263 Peles de camurça para limpeza
18,22,0.545989,0.793155,"180079 Sacos [invólucros, sacolas] de couro, para embalar","220069 Sacos [invólucros, sacolas] de matéria têxtil, para embalar"
18,23,0.11967,0.191933,180098 Caixas de fibra vulcanizada,230006 Fios de fibra de coco
18,24,0.764422,0.858804,180146 Etiquetas costuradas de couro para roupas,240134 Etiquetas costuradas de tecido para roupas
18,25,0.682713,0.761234,180063 Molesquim [imitação de couro],250150 Roupas de imitação de couro
18,26,0.580042,0.754065,180150 Estruturas para porta-moedas [peças estruturais de porta-moedas],260152 Fechos para porta-moedas
18,27,0.272957,0.280064,180077 Bolsas de mão,270028 Bolsas para tapetes de ioga
18,28,0.62184,0.732935,180135 Roupas para animais de estimação,280004 Brinquedos para animais de estimação
18,29,0.44112,0.584871,180019 Bolsas de caça,290050 Carne de caça
18,30,0.2832,0.325642,180050 Embornais [saco para alimentação animal],300080 Sêmola para alimentação humana
18,31,0.639233,0.762353,180135 Roupas para animais de estimação,310142 Bebidas para animais de estimação
18,32,0.115752,0.140534,180149 Imitações de couro à base de micélio,320029 Bebidas à base de sorvetes
18,33,0.070209,0.146444,180149 Imitações de couro à base de micélio,330038 Bebidas à base de vinho
18,34,0.343845,0.371687,180113 Porta-chaves,340031 Porta-fósforos
18,35,0.280319,0.29479,180007 Varetas para guarda-chuva ou guarda-sol de mão,350015 Guarda-livro [contabilidade]
18,36,0.409389,0.53337,180125 Porta-cartões de crédito [carteiras],360068 Emissão de cartões de crédito
18,37,0.70204,0.840782,180066 Sombrinha [guarda-sol de mão],370066 Reparo de guarda-sol de mão
18,38,0.225086,0.281058,180114 Sacolas de rede para compras,380037 Provimento de conexões de telecomunicações para uma rede mundial de computadores
18,39,0.563109,0.621863,180026 Capas para cavalos,390019 Aluguel de cavalos
18,40,0.383173,0.38763,180130 Etiquetas de couro,400019 Tingimento de couro
18,41,0.442795,0.569646,180118 Bolsas para equipamentos esportivos*,410265 Serviços de comentários esportivos
18,42,0.29186,0.43183,180073 Maletas para documentos,420210 Digitalização de documentos [scanning]
18,43,0.308427,0.340954,180054 Capas para animais,430134 Pensão para animais
18,44,0.399198,0.586667,180135 Roupas para animais de estimação,440173 Toalete de animais de estimação
18,45,0.373364,0.551027,180135 Roupas para animais de estimação,450198 Serviços de babá de animais de estimação
19,20,0.774606,0.853193,190074 Degraus não metálicos para escadas,200147 Degraus não metálicos [escadas portáteis]
19,21,0.84419,1.0,190255 Vidro esmaltado para construção,"210119 Vidro esmaltado, exceto para construção"
19,22,0.57326,0.804141,"190208 Caixilhos para janelas, não metálicos",220088 Cordões para caixilhos de janelas de guilhotina
19,23,0.178811,0.212958,190274 Vidro inteligente para construção,230017 Fios de fibra de vidro para uso têxtil
19,24,0.401802,0.554814,190177 Grade [treliça] não metálica,240016 Tela de treliça
19,25,0.461591,0.607475,190090 Feltro para construção,250173 Valenki [botas de feltro]
19,26,0.44572,0.496734,190276 Fitas adesivas para marcação de superfícies de estradas,260145 Fitas adesivas dupla face para vestuário [fashion tape]
19,27,0.497935,0.625952,190163 Junco para construção,270009 Esteiras de junco
19,28,0.463791,0.492837,190062 Papel de construção,280041 Jogos de construção
19,29,0.288656,0.398641,190008 Pó de ardósia,290087 Ovos em pó
19,30,0.353893,0.37951,190142 Pedra artificial,300075 Gelo natural ou artificial
19,31,0.608761,0.686129,190231 Aglomerados de bagaços de cana-de-açúcar [material de construção],310131 Bagaços de cana-de-açúcar [matéria-prima]
19,32,0.235726,0.282267,190042 Caixa para construção debaixo d'água,320028 Água de soda
19,33,0.226149,0.423457,190231 Aglomerados de bagaços de cana-de-açúcar [material de construção],330036 Bebidas alcoólicas à base de cana-de-açúcar
19,34,0.388159,0.479815,190141 Pedras de construção,340027 Pedras de isqueiro para fumantes
19,35,0.363351,0.490488,190020 Barracas de feiras,350082 Organização de feiras comerciais
19,36,0.213875,0.230524,"190193 Objetos de arte de pedra, concreto ou mármore",360052 Avaliação de arte
19,37,0.661815,0.760576,190079 Postes não metálicos para linhas de transmissão de energia,370136 Reparo de linhas de transmissão de energia
19,38,0.182482,0.196825,190079 Postes não metálicos para linhas de transmissão de energia,380035 Transmissão por satélite
19,39,0.296226,0.32398,190192 Vidro de segurança,390132 Aluguel de drones de segurança
19,40,0.449334,0.554111,190091 Moldes não metálicos para fundição,400100 Fundição de metal
19,41,0.377213,0.627689,190190 Aquários [estruturas],410213 Aluguel de aquários indoor
19,42,0.35354,0.4002,"190165 Sinalização não luminosa, não mecânica e não metálica",420101 Pesquisas em mecânica
19,43,0.419228,0.752258,190119 Construções transportáveis não metálicas,430160 Aluguel de construções transportáveis
19,44,0.226473,0.33754,190142 Pedra artificial,440194 Inseminação artificial
19,45,0.319681,0.358125,190192 Vidro de segurança,450194 Monitorização de alarmes anti-roubo e de segurança
20,21,0.782372,0.832071,200116 Pedestais para vasos de flores,210133 Vasos para flores
20,22,0.608412,0.684698,200197 Quadros para pendurar chaves,220089 Cordões para pendurar quadros
20,23,0.442726,0.516947,200003 Decorações de matérias plásticas para alimentos,230020 Fios de matérias plásticas para uso têxtil
20,24,0.812165,1.0,"200314 Protetores de berço, exceto roupa de cama",240126 Protetores de berço [roupa de cama]
20,25,0.631155,0.832327,200323 Tacos não metálicos para saltos de sapatos,250131 Saltos de sapatos
20,26,0.532226,0.552183,200011 Anéis de cortinas,260120 Fitas para franzir cortinas
20,27,0.597422,0.620157,200381 Almofadas de meditação,270029 Tapetes de meditação
20,28,0.634716,0.716193,200271 Almofadas para animais de estimação,280004 Brinquedos para animais de estimação
20,29,0.404555,0.463071,200076 Marfim vegetal,290272 Óleo vegetal para alimentos
20,30,0.471858,0.543601,200285 Tampas de rosca não metálicas,300189 Farinha de rosca
20,31,0.624632,0.74494,200271 Almofadas para animais de estimação,310142 Bebidas para animais de estimação
20,32,0.223494,0.321121,200017 Tinas de madeira para decantar vinho,320059 Vinho de cevada [cerveja]
20,33,0.272626,0.374382,200017 Tinas de madeira para decantar vinho,330021 Mosto de pêra [vinho de pêra]
20,34,0.392817,0.617069,200005 Âmbar amarelo,340002 Boquilhas de âmbar amarelo para piteiras de cigarro e charuto
20,35,0.512359,0.612852,200200 Vitrines [móveis],350046 Decoração de vitrines
20,36,0.367453,0.441325,200207 Cofres não metálicos,360022 Serviços de depósito em cofres bancários
20,37,0.574439,0.698514,200164 Suportes para guarda-chuvas,370065 Reparo de guarda-chuvas
20,38,0.340848,0.447852,200044 Arquivos [móveis],380047 Transmissão de arquivos digitais
20,39,0.599235,0.824224,200347 Guarda-volumes para malas,390125 Aluguel de guarda-volumes
20,40,0.531335,0.599874,200106 Bancadas de trabalho,400064 Trabalho em couro
20,41,0.510734,0.657452,200024 Prateleiras para bibliotecas,410041 Serviços de bibliotecas itinerantes
20,42,0.444204,0.456996,200083 Mesas para desenho,420038 Desenho de plantas para construção
20,43,0.527812,0.775247,200037 Móveis para escritório,430211 Aluguel de móveis de escritório
20,44,0.486997,0.573266,200271 Almofadas para animais de estimação,440173 Toalete de animais de estimação
20,45,0.521011,0.699977,200207 Cofres não metálicos,450215 Aluguel de cofres
21,22,0.838954,1.0,"210283 Fibras de sílica vitrificada, exceto para uso têxtil",220037 Fibras de sílica vitrificada para uso têxtil
21,23,0.57061,0.77654,"210286 Linha de fibra de vidro, exceto para uso têxtil",230017 Fios de fibra de vidro para uso têxtil
21,24,0.767202,0.825269,210210 Porta-guardanapos de mesa,240076 Guardanapos de mesa têxteis
21,25,0.550216,0.663409,210341 Jardineiras para janelas,250169 Jardineiras [vestuário]
21,26,0.599521,0.625596,"210056 Defumadores [perfumadores], elétricos e não elétricos","260127 Bigudis, elétricos e não elétricos, exceto instrumentos manuais"
21,27,0.466533,0.543265,210470 Conchas para banheiro,270001 Tapetes de banheiro
21,28,0.598153,0.717259,210473 Tapetes de lamber para animais de estimação,280004 Brinquedos para animais de estimação
21,29,0.647491,0.740732,"210154 Travessas para frutas, legumes e verduras","290066 Preparações para sopas [frutas, legumes e verduras]"
21,30,0.760943,1.0,210099 Formas para cubos de gelo,300254 Cubos de gelo
21,31,0.647153,0.746048,210473 Tapetes de lamber para animais de estimação,310142 Bebidas para animais de estimação
21,32,0.51926,0.671466,210118 Garrafas sifão para água gaseificada,320035 Água gaseificada
21,33,0.431309,0.611336,210155 Baixelas [serviços] para licores,330001 Licores de menta
21,34,0.414446,0.484197,210328 Cortadores de massa [espátula de padeiro],340014 Cortadores de charuto
21,35,0.308502,0.404368,210114 Vidro em pó para decoração,350046 Decoração de vitrines
21,36,0.274097,0.347043,210163 Refugos de lã para limpeza,360107 Avaliação financeira de lã
21,37,0.582469,0.747692,210179 Tábuas para passar roupa,370062 Prensagem para passar roupa
21,38,0.278161,0.378608,"210147 Brochas de alcatrão, com cabo longo",380021 Teledifusão por cabo
21,39,0.481262,0.620518,210073 Escovas para cavalos,390019 Aluguel de cavalos
21,40,0.492964,0.54613,210163 Refugos de lã para limpeza,400039 Tratamento de lã
21,41,0.460711,0.590564,210336 Aquários para interiores,410213 Aluguel de aquários indoor
21,42,0.465462,0.535166,210336 Aquários para interiores,420048 Decoração de interiores
21,43,0.537024,0.750766,210322 Panelas não elétricas para hot pot,430216 Aluguel de panelas para hot pot
21,44,0.54169,0.592232,210219 Adornos para centros de mesa,440209 Serviços de centros médicos
21,45,0.438499,0.539242,210473 Tapetes de lamber para animais de estimação,450198 Serviços de babá de animais de estimação
22,23,0.670499,0.787375,220018 Fibra de coco,230006 Fios de fibra de coco
22,24,0.710211,0.830421,220058 Toldos de matérias têxteis,240103 Tapeçarias murais [colgadura] de matérias têxteis
22,25,0.521031,0.579429,220105 Velas para kite esqui,250167 Luvas de esqui
22,26,0.483495,0.629329,220011 Redes de pesca comerciais,260058 Navetas para confecção de redes de pesca
22,27,0.432866,0.606917,"220111 Persianas [toldos] para exteriores, de matéria têxtil","270013 Colgaduras, exceto de matéria têxtil"
22,28,0.526769,0.61461,220102 Toldos de material sintético,280006 Árvores de natal de material sintético
22,29,0.458041,0.547648,220041 Flocos de lã,290154 Batata em flocos
22,30,0.523348,0.561162,220041 Flocos de lã,300043 Flocos de milho
22,31,0.589944,0.626061,220004 Aparas de madeira para enchimento,310183 Aparas de madeira para cama para animais
22,34,0.23465,0.367582,220044 Ervas para estofamento,340028 Ervas para fumar *
22,35,0.303029,0.343142,220011 Redes de pesca comerciais,350040 Comerciais de rádio
22,36,0.302842,0.446379,220103 Cordas para reboque de carros,360141 Serviços de corretor de carros
22,37,0.655698,0.959508,220125 Ombrelone / guarda-sol de pátio,370183 Reparo de ombrelone / guarda-sol de pátio
22,38,0.295437,0.347726,220109 Tanques-rede para piscicultura,380037 Provimento de conexões de telecomunicações para uma rede mundial de computadores
22,39,0.478984,0.53542,220068 Sacos para transporte e armazenamento de mercadorias a granel,390038 Frete [transporte de mercadorias]
22,40,0.481555,0.69684,220006 Serragem de madeira,400052 Serragem de materiais
22,41,0.160339,0.176813,220065 Pêlos de animais,410257 Organização de eventos de corrida de animais
22,42,0.389517,0.483102,220115 Lonas de proteção contra poeira,420206 Serviços de proteção contra vírus de computador
22,43,0.290645,0.506504,220122 Bolsas para acampamento,430026 Provimento de acomodações em acampamento
22,44,0.341354,0.479139,220117 Sacos de bivaque como abrigos,440147 Serviços de abrigos para doentes e desamparados
22,45,0.383818,0.728259,220107 Sacos mortuários,450250 Serviços de cosmetologistas mortuários
23,24,0.672033,0.738339,230017 Fios de fibra de vidro para uso têxtil,240104 Tecidos de fibra de vidro para uso têxtil
23,25,0.152274,0.66609,230003 Fios para bordado,250184 Vestuário bordado
23,26,0.529376,0.659018,230009 Fios para costura [linhas],"260070 Artigos de armarinho [itens de costura], exceto linhas *"
23,27,0.148041,0.17309,230018 Fios de borracha para uso têxtil,270025 Tapetes de borracha
23,28,0.096727,0.322361,230009 Fios para costura [linhas],280084 Linhas de pescar
23,29,0.291122,0.306151,230006 Fios de fibra de coco,290021 Coco seco
23,30,0.109427,0.293626,230005 Fios de cânhamo,300305 Sementes de cânhamo processadas [temperos]
23,31,0.274384,0.351313,230005 Fios de cânhamo,310177 Sementes de cânhamo não processadas
23,36,0.177511,0.345811,230004 Fios de lã,360107 Avaliação financeira de lã
23,38,0.17101,0.271963,230031 Passamanaria [fio],380048 Serviços de difusão sem fio [telecomunicações]
23,40,0.31623,0.544191,230004 Fios de lã,400039 Tratamento de lã
23,42,0.146551,0.318433,230004 Fios de lã,420214 Avaliação da qualidade da lã
24,25,0.651915,0.90269,240078 Lenços de bolso têxteis,250161 Lenços de bolso
24,26,0.48292,0.522724,240038 Tecidos para lingerie,260146 Acessórios para lingerie [armarinho]
24,27,0.410541,0.560249,"240019 Forros de chapéus, feitos de matéria têxtil","270013 Colgaduras, exceto de matéria têxtil"
24,28,0.593304,0.680301,240121 Cobertores para animais de estimação,280004 Brinquedos para animais de estimação
24,29,0.377108,0.40294,240029 Cobertas de cama,290035 Frutas cobertas com açúcar
24,30,0.418344,0.483085,240130 Toalhas de chá,300186 Chá gelado [bebidas à base de chá]
24,31,0.593328,0.707607,240121 Cobertores para animais de estimação,310142 Bebidas para animais de estimação
24,32,0.241464,0.280076,240133 Descansos de tecido para copos de cerveja,320005 Cerveja não fermentada [mosto de cerveja]
24,34,0.19896,0.292223,240123 Bolsas de lã para envolver bebês,340004 Bolsas para tabaco [fumo]
24,35,0.147867,0.176136,"240106 Blanquetas para impressão, de material têxtil",350035 Aluguel de material publicitário
24,36,0.324804,0.352601,240034 Mantas de viagem,360020 Emissão de cheques de viagem
24,37,0.450336,0.487687,240003 Tecidos imitação de peles de animais,"370048 Conservação, limpeza e conserto de peles [de animais]"
24,39,0.383305,0.49439,240059 Capas [soltas] para móveis,390047 Transporte de móveis
24,40,0.49682,0.541454,240052 Tecido de lã frisado,400039 Tratamento de lã
24,41,0.238272,0.417852,240121 Cobertores para animais de estimação,410261 Provimento de playgrounds para animais de estimação Simulated restaurant services provided in virtual environments for entertainment
24,42,0.368089,0.417073,240040 Lençóis [têxteis],420109 Teste de têxteis
24,43,0.323665,0.404343,"240071 Roupa de cama, mesa e banho","430186 Aluguel de cadeiras, mesas, roupa de mesa e vidraria de mesa"
24,44,0.306445,0.544537,240121 Cobertores para animais de estimação,440173 Toalete de animais de estimação
24,45,0.265219,0.511456,240121 Cobertores para animais de estimação,450198 Serviços de babá de animais de estimação
25,26,0.662544,0.867485,250202 Alças para sutiãs,260155 Extensores de alças de sutiãs
25,27,0.427392,0.572363,250001 Antiderrapantes para calçados,270012 Tapetes antiderrapantes
25,28,0.705876,0.781873,250179 Uniformes para artes marciais,280286 Almofadas de chute para artes marciais
25,29,0.160316,0.334497,250150 Roupas de imitação de couro,290268 Imitação de carne à base de plantas
25,30,0.264133,0.322887,250010 Guarda-pós,300137 Pós para preparar gelados comestíveis
25,31,0.285053,0.339863,250159 Coletes para pesca,310169 Iscas de pesca liofilizadas
25,32,0.252065,0.439726,250010 Guarda-pós,320066 Pós para fazer refrigerantes
25,33,0.070072,0.350359,250183 Vestuário contendo substâncias emagrecedoras,330031 Bebidas alcoólicas contendo frutas
25,34,0.253921,0.341155,250122 Vestuário de papel,340024 Papel de cigarro
25,35,0.253888,0.387258,250010 Guarda-pós,350015 Guarda-livro [contabilidade]
25,36,0.054462,0.198677,250110 Calçados de madeira,360105 Avaliação financeira de madeira em pé
25,37,0.465274,0.519787,250151 Roupas de couro,370050 Limpeza de roupas
25,38,0.17403,0.269979,250198 Roupas esportivas com sensores digitais,380047 Transmissão de arquivos digitais
25,39,0.268238,0.284017,250010 Guarda-pós,390125 Aluguel de guarda-volumes
25,40,0.496626,0.550436,250110 Calçados de madeira,400016 Pintura para calçados
25,41,0.57972,0.761615,250179 Uniformes para artes marciais,410220 Ensino de artes marciais
25,42,0.408266,0.641064,250153 Fantasias [roupas],420264 Desenho de fantasias
25,43,0.205811,0.372893,"250204 Uniformes médicos, exceto para salas de cirurgia",430187 Aluguel de salas de reunião
25,44,0.339053,0.421918,250159 Coletes para pesca,440284 Serviços de pesca comercial
25,45,0.439034,0.627044,250126 Trajes de banho,450046 Aluguel de trajes a rigor
26,27,0.419849,0.459864,260137 Coroas de plantas artificiais,270027 Revestimentos de parede feitos de plantas artificiais
26,28,0.568588,0.645058,"260129 Plantas artificiais, exceto árvores de natal",280120 Suportes para árvores de natal
26,29,0.370003,0.493719,260061 Fruta artificial,290131 Pedaços de fruta
26,30,0.344776,0.563868,"260129 Plantas artificiais, exceto árvores de natal",300008 Confeitos para decoração de árvores de natal
26,31,0.387084,0.717079,"260129 Plantas artificiais, exceto árvores de natal",310009 Árvores de natal*
26,32,0.312361,0.524604,260061 Fruta artificial,320010 Suco de fruta
26,33,0.064106,0.320528,260061 Fruta artificial,330002 Extratos de fruta alcoólicos
26,34,0.332436,0.369882,260049 Caixas de costura,340035 Caixas de fósforos
26,35,0.233403,0.297434,"260123 Contas, exceto para a fabricação de joias",350016 Elaboração de extratos de contas
26,36,0.281241,0.343274,"260123 Miçangas, exceto para fabricação de joias",360061 Avaliação de jóias
26,37,0.566348,0.72416,"260100 Alfinetes, exceto joias e bijuterias",370175 Limpeza de joias e bijuterias
26,38,0.231027,0.315818,260042 Redes para os cabelos,380057 Fornecimento de acesso a redes blockchain
26,39,0.263057,0.355069,260059 Flores artificiais,390096 Entrega de flores
26,40,0.572594,0.661539,260096 Fitas para debruar,400010 Debruar roupas
26,41,0.25793,0.285528,260120 Fitas para franzir cortinas,410069 Aluguel de fitas de vídeo
26,42,0.375863,0.71952,260151 Berloques decorativos para telefones celulares,420238 Desbloqueio de telefones celulares
26,43,0.077839,0.134182,"260101 Emblemas para roupa, exceto de metal precioso","430186 Aluguel de cadeiras, mesas, roupa de mesa e vidraria de mesa"
26,44,0.464322,0.66533,260099 Coroas de flores artificiais,440037 Confecção de coroas de flores
26,45,0.102471,0.332979,260042 Redes para os cabelos,450218 Serviços de redes sociais on-line
27,28,0.469186,0.493067,270010 Tapetes para automóveis,280234 Baby gyms [tapetes de atividades para bebês]
27,29,0.055985,0.156136,270027 Revestimentos de parede feitos de plantas artificiais,290268 Imitação de carne à base de plantas
27,30,0.170367,0.276818,270003 Grama artificial,300075 Gelo natural ou artificial
27,31,0.228183,0.393656,270003 Grama artificial,310063 Grama natural
27,34,0.116872,0.222043,270028 Bolsas para tapetes de ioga,340004 Bolsas para tabaco [fumo]
27,37,0.534436,0.852263,270003 Grama artificial,370158 Colocação de grama artificial
27,39,0.274865,0.495417,270010 Tapetes para automóveis,390008 Locação de automóveis
27,40,0.373543,0.406249,270018 Revestimento em tecido para paredes,400007 Prateação [revestimento com prata]
27,41,0.170224,0.324131,270004 Colchonetes [tapete] para ginástica,410021 Aulas de ginástica
27,42,0.239394,0.34855,270022 Revestimentos têxteis para paredes,420109 Teste de têxteis
27,44,0.19363,0.246205,270003 Grama artificial,440194 Inseminação artificial
27,45,0.146877,0.247231,"270019 Capachos, resistentes ao fogo, para lareiras e churrasqueiras",450179 Combate ao fogo
28,29,0.389749,0.455236,280241 Massa gelatinosa de brinquedo,290184 Massa de tomate
28,30,0.646426,0.707364,280120 Suportes para árvores de natal,300008 Confeitos para decoração de árvores de natal
28,31,0.79946,0.899564,280120 Suportes para árvores de natal,310009 Árvores de natal*
28,32,0.174483,0.232884,"280061 Sacos de golfe, com ou sem rodinhas",320065 Cerveja sem álcool
28,34,0.233047,0.304695,280193 Alvos eletrônicos,340039 Cigarros eletrônicos
28,35,0.280278,0.314226,280074 Copos para jogos de dados,350117 Atualização e manutenção de dados em bancos de dados de computadores
28,36,0.192954,0.256706,280207 Cartões de raspar de loteria instantânea,360131 Emissão de cartões-presentes
28,37,0.663943,0.826031,280278 Instrumentos musicais de brinquedo,370139 Afinação de instrumentos musicais
28,38,0.352893,0.487817,280074 Copos para jogos de dados,380051 Streaming de dados [distribuição de dados]
28,39,0.408715,0.437588,280168 Quebra-cabeça de armar,390013 Quebra-gelo
28,40,0.329896,0.431444,280103 Roupas de bonecas,400038 Tratamento antivincos para roupas
28,41,0.753361,0.976119,280226 Pranchas para stand up paddle,410270 Aluguel de pranchas para stand up paddle
28,42,0.364449,0.466128,280074 Copos para jogos de dados,420243 Serviços de encriptação de dados
28,43,0.44484,0.51985,280111 Mesas para tênis de mesa,"430186 Aluguel de cadeiras, mesas, roupa de mesa e vidraria de mesa"
28,44,0.447309,0.574119,280004 Brinquedos para animais de estimação,440173 Toalete de animais de estimação
28,45,0.398016,0.539242,280004 Brinquedos para animais de estimação,450198 Serviços de babá de animais de estimação
29,30,0.853141,0.876955,290195 Frutos oleaginosos caramelizados,300227 Frutos oleaginosos cobertos com chocolate
29,31,1.0,1.0,"290037 Crustáceos, não vivos",310134 Crustáceos vivos
29,32,0.674263,0.795408,290110 Suco de tomate para cozinha,320030 Suco de tomate [bebida]
29,33,0.483568,0.602318,290164 Milk-shakes [bebidas à base de leite],330038 Bebidas à base de vinho
29,34,0.318644,0.574162,290246 Charuto de repolho recheado com carne,340014 Cortadores de charuto
29,35,0.157608,0.242343,290002 Extratos de algas para uso alimentar,350016 Elaboração de extratos de contas
29,36,0.120642,0.133942,290272 Óleo vegetal para alimentos,"360121 Avaliação financeira de custos de desenvolvimento relacionados com as indústrias de óleo, gás e mine"
29,37,0.306014,0.403173,290021 Coco seco,370103 Lavagem a seco
29,39,0.137925,0.300337,"290255 Flores comestíveis, secas",390096 Entrega de flores
29,40,0.317379,0.337374,290272 Óleo vegetal para alimentos,400091 Processamento de óleo
29,41,0.275991,0.295522,"290040 Lagostins-do-rio, não vivos",410036 Serviços de modelos vivos para artistas
29,42,0.210444,0.317981,290139 Ovos de caracol para consumo,420259 Aluguel de medidores para registro do consumo de energia
29,43,0.318596,0.405837,290067 Caldos de vegetais para cozinha,430213 Serviços de cozinha fantasma
29,44,0.295763,0.414198,290022 Óleo de nabo silvestre comestível,440234 Gestão de vida selvagem [manejo da fauna silvestre]
29,45,0.099707,0.118655,290262 Agraço para fins culinários,450202 Inspeção de fábricas para fins de segurança
30,31,0.968356,1.0,300258 Quinoa processada,310165 Quinoa não processada
30,32,0.674742,0.798677,300248 Bebidas à base de camomila,320029 Bebidas à base de sorvetes
30,33,0.681432,0.832261,300248 Bebidas à base de camomila,330038 Bebidas à base de vinho
30,34,0.776963,0.817098,300141 Flavorizantes/aromatizantes para bebidas,340042 Flavorizantes/aromatizantes para tabaco
30,35,0.268975,0.334923,300238 Arroz cozido enrolado em folha de alga marinha,350067 Preparação de folha de pagamento
30,36,0.09436,0.1053,300077 Glicose para fins culinários,360126 Elaboração de cotações para fins de estimativa de custos
30,37,0.348767,0.397299,300329 Creme de manteiga/buttercream [cobertura],370122 Serviços de cobertura de telhado
30,38,0.067849,0.170742,300275 Pão sem glúten,380048 Serviços de difusão sem fio [telecomunicações]
30,39,0.382721,0.522515,300076 Gelo [água congelada],390013 Quebra-gelo
30,40,0.385218,0.533907,300322 Ouro comestível para decorar alimentos e bebidas,400130 Pasteurização de alimentos e bebidas
30,41,0.210525,0.249383,300186 Chá gelado [bebidas à base de chá],410210 Ensino de sado [ensino de cerimônia do chá japonesa]
30,42,0.300138,0.370048,300076 Gelo [água congelada],420216 Análise da água
30,43,0.532668,0.747092,300273 Macarrão udon,430196 Serviços de restaurante de macarrão udon e soba
30,44,0.269782,0.302577,300221 Flores ou folhas para uso como substitutos do chá,440143 Serviços de arranjo de flores
30,45,0.0938,0.116451,300307 Refeições preparadas à base de macarrão [noodles] para crianças pequenas,450269 Serviços jurídicos na área de proteção de crianças
31,32,0.442178,0.515319,310171 Gengibre fresco,320003 Cerveja de gengibre
31,33,0.400649,0.671959,310021 Cana-de-açúcar,330036 Bebidas alcoólicas à base de cana-de-açúcar
31,34,0.196325,0.403872,310141 Objetos comestíveis para mascar para animais,340012 Fumo para mascar
31,35,0.208715,0.298896,310107 Plantas secas para decoração,350046 Decoração de vitrines
31,36,0.120251,0.158112,310018 Aparas de madeira para fabricação de pasta de madeira,360105 Avaliação financeira de madeira em pé
31,37,0.244163,0.335498,310063 Grama natural,370158 Colocação de grama artificial
31,39,0.336267,0.414672,310091 Bulbos de flores,390096 Entrega de flores
31,40,0.418101,0.578589,310122 Resíduo de destilação,400134 Serviços de destilação
31,41,0.40211,0.458235,310142 Bebidas para animais de estimação,410261 Provimento de playgrounds para animais de estimação Simulated restaurant services provided in virtual environments for entertainment
31,42,0.323942,0.354862,310173 Plantas de cannabis,420038 Desenho de plantas para construção
31,43,0.35194,0.379159,310035 Alimentos para pássaros,430197 Decoração de alimentos
31,44,0.602966,0.734563,310050 Animais de criação,440009 Criação de animais
31,45,0.480954,0.560886,310142 Bebidas para animais de estimação,450198 Serviços de babá de animais de estimação
32,33,0.881481,1.0,320001 Extratos de fruta não alcoólicos,330002 Extratos de fruta alcoólicos
32,35,0.246356,0.364207,320054 Bebidas para esportistas enriquecidas com proteínas,350105 Administração de negócios de esportistas
32,37,0.318622,0.404377,320009 Essências não alcoólicas para fazer bebidas,370170 Reabastecimento de cilindros de gás usados para fazer bebidas gaseificadas
32,39,0.208563,0.249082,320028 Água de soda,390030 Distribuição de água
32,40,0.365352,0.447893,320071 Cervejas de uva,400128 Produção de cervejas para terceiros
32,42,0.248909,0.347487,320028 Água de soda,420216 Análise da água
32,43,0.251441,0.484099,320063 Misturas secas à base de amido para preparação de bebidas,430212 Aluguel de robôs para preparação de bebidas
32,44,0.222371,0.26626,320063 Misturas secas à base de amido para preparação de bebidas,440204 Preparação de receitas por farmacêuticos
33,35,0.105396,0.3327,330025 Extratos alcoólicos,350016 Elaboração de extratos de contas
